t	AT	Balt	BE	DE	DK	Es	Fr	Nl	No	Se	Uk
t1	0.105268225	0.09071169	0.09063009	0.09926894	0.10364269	0.10488096	0.10997717	0.12734924	0.15349816	0.18007688	0.23495959
t2	0.29773918	0.38334623	0.43036887	0.4381408	0.4052198	0.34437892	0.30029672	0.2457888	0.23562127	0.22903106	0.20523238
t3	0.23839486	0.19706868	0.15544216	0.1580207	0.15332699	0.20261972	0.25634056	0.2728947	0.31014946	0.3670397	0.51286405
t4	0.68424416	0.78489196	0.85174733	0.8766981	0.89358	0.8754795	0.824955	0.71433425	0.61789817	0.48838872	0.3084877
t5	0.13990879	0.041173488	0.024031062	0.033694692	0.07353663	0.1587007	0.39979145	0.53016853	0.5792113	0.5582128	0.4233962
t6	0.29514048	0.3210291	0.4820826	0.568582	0.6067934	0.6348785	0.68577945	0.72637	0.71116155	0.70952016	0.7729489
t7	0.79166216	0.8318255	0.8562894	0.8807007	0.89217633	0.904348	0.91925454	0.9269662	0.9321834	0.9349212	0.9353391
t8	0.93632466	0.9358094	0.93482643	0.93243945	0.9234293	0.9107993	0.9196163	0.9138474	0.886202	0.87668467	0.84563905
t9	0.8239766	0.81731915	0.8149804	0.80880857	0.80644816	0.80956024	0.76917934	0.75574625	0.7365526	0.6739727	0.5441996
t10	0.45910704	0.4146143	0.27386308	0.12597333	0.06597278	0.03790168	0.026787	0.055803806	0.1297973	0.22416128	0.338871
t11	0.4171077	0.44448537	0.42843914	0.46291947	0.51613253	0.5692848	0.6412582	0.73239326	0.76168066	0.81072503	0.81331545
t12	0.7991798	0.7614392	0.721207	0.68142027	0.63404554	0.54466355	0.42434296	0.3265109	0.2835614	0.22173072	0.16721144
t13	0.12916595	0.12106759	0.10879894	0.094048746	0.08486384	0.07308203	0.06825368	0.06566087	0.06405238	0.06462186	0.06645776
t14	0.08941826	0.09631404	0.102852196	0.13428055	0.1418891	0.13227977	0.15160489	0.15943107	0.15904382	0.12796313	0.072699875
t15	0.052857928	0.03764154	0.0274928	0.020415802	0.013485399	0.013163776	0.023190266	0.033795893	0.0653024	0.10330781	0.12339944
t16	0.13797005	0.14778799	0.14972594	0.15259793	0.13864678	0.13516335	0.13090602	0.121918716	0.11879268	0.10360793	0.09475798
t17	0.093408525	0.09936182	0.086198136	0.06121963	0.063797124	0.07650052	0.08583097	0.10183749	0.106493585	0.0847852	0.07709958
t18	0.08406483	0.08823563	0.07291896	0.07289883	0.06531206	0.06610657	0.06633028	0.0601431	0.056337707	0.05958683	0.06955436
t19	0.07669057	0.08163181	0.0802964	0.07738604	0.08338472	0.06785624	0.068877995	0.07123323	0.08987951	0.09950694	0.11311767
t20	0.1349758	0.16742368	0.20412566	0.214474	0.19169429	0.16519025	0.14438038	0.1391923	0.11637876	0.10023549	0.09248959
t21	0.088373184	0.08628002	0.08547522	0.08763182	0.08222583	0.07316345	0.059734557	0.05320955	0.07238712	0.1259164	0.24409789
t22	0.4136014	0.63530344	0.68544006	0.63986874	0.5771914	0.4984542	0.47466537	0.5057797	0.49425834	0.48692176	0.46317184
t23	0.47144195	0.5275404	0.5963744	0.6204718	0.66302943	0.7496562	0.7885516	0.8074139	0.8156345	0.8177224	0.8284241
t24	0.8288838	0.7940844	0.72986996	0.68344915	0.68888044	0.67752886	0.6804732	0.6795903	0.63046473	0.5194562	0.39572212
t25	0.34275675	0.40594494	0.57775766	0.82081175	0.8717986	0.8669307	0.86192	0.8644544	0.866856	0.8651736	0.85661525
t26	0.8286762	0.8202422	0.8334498	0.8440511	0.8220892	0.7940822	0.7982241	0.8070066	0.82173467	0.8262485	0.82789826
t27	0.8340302	0.83622104	0.8354458	0.8251209	0.8213021	0.83369833	0.8520324	0.86175126	0.86078143	0.8510137	0.83828557
t28	0.8271959	0.7587896	0.8065898	0.8480935	0.87791634	0.90122956	0.88573706	0.847789	0.7863968	0.67790884	0.6021725
t29	0.5428435	0.5442945	0.47566232	0.47258303	0.45237052	0.42576867	0.40561268	0.39962134	0.34147328	0.25489727	0.16194378
t30	0.08588594	0.07400329	0.09521576	0.10891507	0.104030676	0.109910205	0.16908354	0.32906112	0.44114074	0.47454616	0.45110464
t31	0.42667094	0.38580424	0.38037178	0.39620668	0.44307172	0.44200453	0.5356796	0.72862774	0.8043665	0.8558189	0.8548373
t32	0.84021586	0.83217794	0.8016394	0.78112113	0.7367668	0.7836377	0.78330696	0.7844356	0.7621546	0.70543617	0.6341319
t33	0.54702896	0.47788113	0.44505346	0.39348486	0.31671602	0.24585511	0.17340554	0.14595838	0.12721466	0.12137701	0.12106732
t34	0.119864784	0.12277747	0.12003828	0.114110425	0.11150491	0.10841047	0.118253	0.10748518	0.13620687	0.16378522	0.16846421
t35	0.16223449	0.13429837	0.08898248	0.06171586	0.042449757	0.030699424	0.02883628	0.03034347	0.03955498	0.06838783	0.08419151
t36	0.08661207	0.10278005	0.13340019	0.14889693	0.19153231	0.28678364	0.39009613	0.43226716	0.45593956	0.38882607	0.5121796
t37	0.6580187	0.71195155	0.7856452	0.7988592	0.8103203	0.83302313	0.83920205	0.8223987	0.7891189	0.76509154	0.66813123
t38	0.67979753	0.6746794	0.6146242	0.57327086	0.5217734	0.47389278	0.47530368	0.49636516	0.43152466	0.3419854	0.27895713
t39	0.34623274	0.40938976	0.3786189	0.27769598	0.20366138	0.14700101	0.1267621	0.123625964	0.1138544	0.11393467	0.12074149
t40	0.13118538	0.14594018	0.17975982	0.2281975	0.27100837	0.32295138	0.3713911	0.38280678	0.35953137	0.3679344	0.3692447
t41	0.3807341	0.3930902	0.35251012	0.3614725	0.3830566	0.47531492	0.4672584	0.41663468	0.39459547	0.42153874	0.40975142
t42	0.39027902	0.3630561	0.3643688	0.40584528	0.43583012	0.4563308	0.4344433	0.3925332	0.37306777	0.3345089	0.28573722
t43	0.282777	0.2739394	0.259646	0.24542165	0.15555917	0.16396213	0.22530372	0.29361963	0.3105949	0.33771542	0.35502836
t44	0.3562455	0.33620656	0.33649993	0.37422514	0.4602603	0.5025723	0.57398915	0.5955722	0.6073309	0.61539966	0.6271154
t45	0.6251066	0.6099948	0.6308649	0.66485554	0.6971873	0.72059876	0.6371838	0.7210749	0.77846843	0.8109227	0.8674173
t46	0.8455079	0.82644445	7.86E-01	0.74670285	0.72371083	0.6999062	0.65630853	0.7025951	0.66902286	0.7078249	0.723926
t47	0.7080141	0.7349345	0.7375917	0.8053464	0.8393949	0.83956546	0.8202835	0.7622571	0.5605826	0.5873302	0.6373859
t48	0.7383743	0.75957	0.6889501	0.59660125	4.75E-01	0.28780282	0.15188266	0.123504736	0.17077214	0.23175968	0.36129573
t49	0.5521858	0.7464265	0.8315049	0.87933946	0.88939416	0.8868842	0.8795399	0.8602086	0.8343684	0.8126803	0.7156671
t50	0.6296238	0.58373827	0.6438852	0.7386335	0.7141076	0.70474654	6.36E-01	0.55749243	0.5200048	0.5472804	0.51242137
t51	0.51729006	0.50477743	0.49858692	0.46953103	0.3966301	0.35291472	0.2751545	0.21029852	0.21291406	0.21408032	0.17751196
t52	0.1462595	0.18389063	0.15868352	0.15747716	0.15388146	0.1873498	0.21225747	0.26768923	3.16E-01	0.3446309	0.34482777
t53	0.35288224	0.33464086	0.2914541	0.21519032	0.14232276	0.103979036	0.08553984	0.06857763	0.05234939	0.04720799	0.044847064
t54	0.036937896	0.027977549	0.024891777	0.08521796	0.096171	0.09329494	0.07139297	0.047284417	0.0244189	0.02106514	2.92E-02
t55	0.04559099	0.05809609	0.07503374	0.09064072	0.102311544	0.099318855	0.09299546	0.082297385	0.07828103	0.07330823	0.07379834
t56	0.06759151	0.0634042	0.057437394	0.04705895	0.032761544	0.053134646	0.043795787	0.03952908	0.027676312	0.018812327	0.016438652
t57	0.020603573	0.028346162	0.031044606	0.026600879	0.02414657	0.02113697	0.021070119	0.02471965	0.039544668	0.056742795	0.0469824
t58	0.040165793	0.035371643	0.034658242	0.035531238	0.037806522	0.04179937	0.040501542	0.06338822	0.075757295	0.088670515	0.095935926
t59	0.09776432	0.10197012	0.109373435	0.11153189	0.103349894	0.095065616	0.12689325	0.19271235	0.23695204	0.30324653	0.39307973
t60	0.48960346	0.5135771	0.554738	0.57978815	0.6126343	0.66274273	0.6857176	0.7350158	0.7587424	0.75052065	0.7761553
t61	0.8092786	0.8390223	0.83761793	0.8389967	0.8410698	0.845502	0.8414322	0.83908004	0.83853024	0.8276898	0.80958843
t62	0.82822025	0.82349354	0.8146531	0.7999169	0.80255353	0.7932673	0.7923596	0.7735739	0.75143045	0.7421634	0.7206147
t63	0.6744088	0.6564986	0.63430804	0.6070409	0.56073695	0.5333432	0.41005763	0.3736044	0.3350335	0.31145754	0.27625066
t64	0.23626344	0.15264212	0.1289039	0.11023268	0.087835364	0.069829375	0.052623197	0.04687729	0.05020949	0.044870935	0.035211354
t65	0.028127179	0.02482633	0.0338535	0.056590512	0.08229638	0.10250198	0.10981041	0.11497612	0.13741499	0.17770584	0.20061375
t66	0.20062613	0.22036622	0.24451196	0.23609453	0.26146734	0.59433985	0.57701796	0.54041123	0.553937	0.6019869	0.65699416
t67	0.67325664	0.69588196	0.6989951	0.6938476	0.75166637	0.75449055	0.75471824	0.7584899	0.7508844	0.7218408	0.7310914
t68	0.7206156	0.73018026	0.72093374	0.69029355	0.66083115	0.6681282	0.66363883	0.625039	0.551352	0.50361466	0.47839376
t69	0.46760705	0.4588072	0.46106893	0.47340977	0.41176277	0.35226712	0.3889651	0.37936595	0.35699952	0.29767913	0.2617558
t70	0.27509257	0.34634367	0.38793123	0.4651392	0.4931309	0.49560064	0.50498277	0.5264796	0.5395679	0.5701012	0.5753886
t71	0.58991987	0.58547485	0.5722864	0.5536453	0.5528986	0.54838675	0.54953897	0.5941789	0.5653043	0.569957	0.5337105
t72	0.57803404	0.5472178	0.5398924	0.5655992	0.581158	0.5909257	0.61980885	0.5984091	0.57327086	0.63385034	0.6558054
t73	0.65089524	0.6290537	0.5771871	0.5340293	0.62660384	0.6168685	0.4956222	0.5101572	0.51104844	0.53761894	0.60774684
t74	0.63178915	0.5944819	0.6720725	0.71502525	0.7366105	0.7492302	0.7619619	0.7615737	0.76267445	0.7600224	0.74852026
t75	0.7082071	0.7074266	0.71661913	0.70802355	0.68928796	0.68467855	0.68430465	0.67235774	0.68761	0.6908541	0.69180894
t76	0.6936594	0.71910274	0.76020664	0.7620316	0.76979387	0.7824062	0.7989678	0.79260594	0.76930106	0.73863745	0.728028
t77	0.7272987	0.6929486	0.6245377	0.7009483	0.74864346	0.74722004	0.75309193	0.76787585	0.7775688	0.79296947	0.8166207
t78	0.8286251	0.8278775	0.84033036	0.7423333	0.78059673	0.82039064	0.8384175	0.8698057	0.88721186	0.88203377	0.86008894
t79	0.84403896	0.8356993	0.83428997	0.84622973	0.85826033	0.85235244	0.850663	0.8525971	0.84596026	0.83879924	0.82204294
t80	0.7875425	0.7581043	0.7270959	0.67696136	0.660647	0.7184464	0.7584362	0.75906765	0.73451924	0.63732666	0.5951666
t81	0.5821661	0.57023853	0.5623824	0.57981443	0.58833885	0.613039	0.59076434	0.52509564	0.5191867	0.4934905	0.4422506
t82	0.37727627	0.2666516	0.19276097	0.19079345	0.17576429	0.12883966	0.08610693	0.10986154	0.18318892	0.2271499	0.23967098
t83	0.2380953	0.30030614	0.34953502	0.4273113	0.51848596	0.60599685	0.6387498	0.63274527	0.5668251	0.42246145	0.35541353
t84	0.2974723	0.26434392	0.28140885	0.31472024	0.32904616	0.3396687	0.3355824	0.3527592	0.4579773	0.58743376	0.67188334
t85	0.73318666	0.77049756	0.73045903	0.61931777	0.5657536	0.5138972	0.5117615	0.5083614	0.48757315	0.46273017	0.36169997
t86	0.29627046	0.20640846	0.119426295	0.07837574	0.07647859	0.10438434	0.13202819	0.19190787	0.274486	0.31735736	0.27576485
t87	0.23386425	0.18567587	0.16198969	0.08857177	0.051353868	0.039974887	0.052697845	0.07702283	0.104380295	0.15899214	0.23011276
t88	0.2753569	0.32238263	0.38880002	0.4229862	0.4188207	0.4430318	0.430383	0.4137686	0.41279903	0.40376464	0.41085938
t89	0.37429795	0.41907483	0.42314726	0.5060725	0.52691823	0.55851156	0.44261393	0.3712546	0.4049359	0.43863416	0.48526713
t90	0.507997	0.5338942	0.5659705	0.59998053	0.60498995	0.6591713	0.69515145	0.6801888	0.6672945	0.7408319	0.7559968
t91	0.74778605	0.74720544	0.80322146	0.7936842	0.76746523	0.78472203	0.7951163	0.8170557	0.786911	0.7455063	0.7382533
t92	0.7557693	0.7632962	0.7581958	0.7558202	0.74726796	0.7235331	0.74649537	0.76124424	0.7756625	0.78123224	0.74984825
t93	0.73427683	0.7479603	0.7465466	0.74829143	0.76673996	0.83001465	0.818837	0.8478347	0.86288834	0.8755512	0.8719037
t94	0.8677689	0.8691533	0.862566	0.86124253	0.8475336	0.848656	0.8339701	0.81660086	0.81447434	0.80425644	0.8004374
t95	0.7860107	0.7771484	0.7623689	0.727856	0.70895916	0.70101047	0.6814218	0.6988477	0.72900635	0.71793276	0.72913337
t96	0.7397746	0.73630035	0.6993007	0.67126817	0.6389839	0.61266524	0.5759915	0.5425948	0.5131576	0.44204015	0.42508355
t97	0.3977812	0.36068997	0.3182352	0.28075537	0.23522994	0.21135254	0.19096376	0.1706756	0.14406304	0.11507042	0.11052303
t98	0.10638333	0.09543322	0.10222363	0.08284759	0.0770762	0.07931791	0.085948795	0.08439599	0.08980746	0.10673579	0.12023148
t99	0.100001104	0.10277164	0.12225291	0.14585032	0.18677469	0.20196985	0.19948499	0.1882218	0.18641677	0.19075596	0.18605532
t100	0.18846785	0.11218228	0.08990352	0.09184373	0.08747553	0.102338895	0.11590907	0.10178341	0.09534401	0.10269234	0.114985526
t101	0.11984341	0.11024738	0.09655477	0.10500698	0.10772692	0.10297551	0.087670505	0.07531793	0.06613868	0.07095793	0.08882451
t102	0.10173829	0.11254329	0.120015755	0.0989383	0.101021685	0.10782199	0.12995921	0.17447662	0.2315731	0.29345793	0.3379307
t103	0.4125849	0.499186	0.56799775	0.64716697	0.7133251	0.67324144	0.59109175	0.5587699	0.56912893	0.5629814	0.55886394
t104	0.5616813	0.57876587	0.5802193	0.57289267	0.5668056	0.5465299	0.54842204	0.63772404	0.7452399	0.75595766	0.7613011
t105	0.7221651	0.7101491	0.72015	0.6928674	0.6784069	0.7036915	0.70530874	0.7284944	0.78115934	0.8136419	0.8207577
t106	0.8180373	0.79641664	0.749101	0.7024342	0.6487671	0.60056716	0.56964374	0.6305942	0.6688824	0.6256939	0.56651837
t107	0.46520376	0.41248143	0.3554246	0.3656715	0.39748785	0.43211594	0.4448915	0.44386622	0.40228826	0.36927807	0.33355927
t108	0.26368508	0.18975636	0.1506325	0.13210525	0.1127069	9.23E-02	0.08359865	0.07069354	0.050963167	0.036726885	0.039465502
t109	0.051602695	0.061223645	0.078439124	0.093735546	0.10554652	0.11972773	0.14453937	0.17508088	0.20526874	0.22769518	0.27081898
t110	0.31015506	0.34509462	0.37875026	0.46118996	0.58536667	0.64820623	0.6639717	6.46E-01	0.6064363	0.53423476	0.44412968
t111	0.3111528	0.23243882	0.23652418	0.21727677	0.24603184	0.271565	0.3146072	0.3718832	0.4319645	0.4609149	0.44155186
t112	0.38743648	0.2753768	0.23220772	0.19483925	0.14101958	0.09864972	0.07418092	0.062231563	0.046911843	4.20E-02	0.046981722
t113	0.065836124	0.07230341	0.066717684	0.08957331	0.11252707	0.12791592	0.16026159	0.13678625	0.16264157	0.21435615	0.23542102
t114	0.19783029	0.18952063	0.20412795	0.30469865	0.36917835	0.4003155	0.40335792	0.39421874	0.3225108	0.2674463	0.2237829
t115	2.11E-01	0.2280637	0.2675608	0.27207235	0.21830441	0.36614677	0.51080763	0.45793274	0.4605481	0.46819866	0.42873457
t116	0.41078043	0.45119137	0.4561995	0.4739954	0.52150875	0.5100194	0.55559254	0.59252197	0.62244767	0.67590415	0.69180334
t117	0.6846103	0.67239285	6.36E-01	0.58260167	0.4042578	0.42368034	0.49233416	0.6059461	0.646334	0.6915568	0.6424518
t118	0.64792955	0.6629838	0.6172539	0.5428899	0.5004878	0.48937955	0.49634114	0.5361823	0.5595955	0.67668	0.7295208
t119	0.72421557	0.7012685	0.66969144	0.6407306	0.63285726	0.5943107	0.40351307	0.57595026	0.4138227	0.33765006	0.38814917
t120	0.42452562	0.42096472	0.34108612	0.2815994	0.22300182	0.20833711	0.21512553	0.2472782	0.29873297	0.28523463	0.34438625
t121	0.4057753	0.4673038	0.49599186	0.49150667	0.45436254	0.44576234	0.44273922	0.4520196	0.4812798	0.70689017	0.67222965
t122	0.62135005	0.5602849	0.48268574	0.39250565	0.24529353	0.16892512	0.13420649	0.11568086	0.12403996	0.13207781	0.13173263
t123	0.1483183	0.15298499	0.16269313	0.15981723	0.16921455	0.18376787	0.18766075	0.18335792	0.17139003	0.18170696	0.14939165
t124	0.11125734	0.11877333	0.13065241	0.13608	0.09986366	0.10153823	0.11044813	0.12312672	0.1272908	0.11756426	0.090057604
t125	0.065579586	0.05830291	0.05898458	0.042216748	0.027299916	0.022456897	0.023138119	0.027454136	0.036390174	0.049093448	0.05588275
t126	0.04994836	0.03122271	0.02428676	0.02089849	0.022650246	0.024496024	0.025188547	0.022898883	0.024403296	0.030615607	0.03239961
t127	0.03045708	0.028187891	0.027230844	0.024258092	0.026036264	0.023039827	0.022033332	0.022684611	0.022072481	0.021043656	0.019490926
t128	0.017094383	0.019871837	0.022892829	0.028629875	0.027659044	0.03020886	0.048566893	0.07427608	0.09298869	0.1014269	0.0925829
t129	0.0873078	0.08828552	0.09261468	0.08997228	0.07735359	0.059295952	0.048666593	0.050691947	6.34E-02	9.05E-02	1.10E-01
t130	1.17E-01	1.04E-01	1.07E-01	0.12343672	0.123450726	0.09672253	0.104616284	0.10082078	0.12339193	0.1310627	0.13567562
t131	0.12715326	0.121207334	0.2007222	0.34750274	4.19E-01	3.89E-01	3.21E-01	3.62E-01	4.46E-01	4.69E-01	0.27425513
t132	0.29237157	0.32357028	0.36828655	0.40921637	0.4775858	0.5680796	0.69286466	0.76751035	0.80028945	0.82938015	0.8616973
t133	0.87163985	0.88456726	0.8830168	0.85213673	0.84437317	0.7992026	7.70E-01	0.7579086	0.7468999	0.74002814	0.72876984
t134	0.65373814	0.52693737	0.3448071	0.27908954	0.37331468	0.47358543	0.49481136	0.60997134	0.6234913	0.5792788	0.58321023
t135	0.66573274	0.685055	0.68628085	0.7555774	0.8017894	0.8348571	0.84816897	0.85202706	8.73E-01	0.85776967	0.8059115
t136	0.7753385	0.7602757	0.7276175	0.71959966	0.6131167	0.5327777	0.5787868	0.5843447	0.56560373	0.58708	0.6232706
t137	0.6462769	0.653055	0.6151499	0.6181821	0.56653214	0.60727847	0.5649105	0.50801015	0.48904052	0.491573	5.13E-01
t138	0.5051395	0.48502302	0.46059892	0.39261416	0.33717945	0.29049146	0.24617788	0.19759235	0.1502386	0.116797335	0.11307871
t139	0.14913523	0.18862043	0.24571532	0.31814748	0.38702568	0.4150508	0.30361503	0.30080727	0.4557967	0.57730186	0.65272754
t140	0.7742469	0.84123474	0.869097	0.8698863	0.84758794	0.71565855	0.62492734	0.5963704	0.5746626	0.5444298	0.5299137
t141	0.5081095	0.47203824	0.45320368	0.49089184	0.45100102	0.58103997	0.62910795	0.7457384	0.6739127	0.59374464	0.5517054
t142	0.4438789	0.48151466	0.58748233	0.67799234	0.71704924	0.71058863	0.67165035	0.6414693	0.6174566	0.58873785	0.5700202
t143	0.5773422	0.5750356	0.56951463	0.57784814	0.59571433	0.56989706	0.70284593	0.7973874	0.80216944	0.80589986	0.81234497
t144	0.74018985	0.56462073	0.3040526	0.14831425	0.0903499	0.11540705	0.19594073	0.23987833	0.25847936	0.21600111	0.19593385
t145	0.19754492	0.24334046	0.29376534	0.31163338	0.3118915	0.35154188	0.35804152	0.3586093	0.37190008	0.37066722	0.5327907
t146	0.74021566	0.8174698	0.73973864	0.7027881	0.7282681	0.7606375	0.7099272	0.6491884	0.6500139	0.7082116	0.74865025
t147	0.71041536	0.7413426	0.7588183	0.77571106	0.7864979	0.7983092	0.809269	0.81618446	0.8206209	0.8498603	0.8956471
t148	0.8865583	0.8830753	0.86010236	0.83350027	0.821243	0.8406612	0.83298606	0.7616714	0.70493877	0.67174226	0.64436424
t149	0.6132737	0.58369124	0.47566247	0.464936	0.46725374	0.49453413	0.48092026	0.46734497	0.4823021	0.4875361	0.4688867
t150	0.49337968	0.4840295	0.48245096	0.4235709	0.42318103	0.42522198	0.471793	0.49562904	0.4738907	0.31352943	0.26317158
t151	0.24273497	0.2185553	0.1971114	0.20512196	0.23287256	0.30676886	0.3604552	0.3650966	0.3556702	0.36108026	0.36164436
t152	0.3923848	0.42235422	0.41069844	0.5815633	0.55862087	0.4506608	0.41581172	0.4246764	0.43697008	0.44711682	0.46917143
t153	0.4356072	0.43231094	0.4238777	0.39243922	0.30775568	0.24295422	0.16913562	0.17551613	0.19197609	0.21776858	0.1986502
t154	0.1979943	0.20567678	0.20343141	0.19161408	0.23105605	0.20235002	0.17521349	0.12700103	0.10775799	0.09264784	0.090333536
t155	0.09139154	0.08610154	0.061964307	0.04581075	0.042316135	0.03975105	0.0356582	0.032301586	0.03831259	0.033999648	0.038799062
t156	0.04253514	0.044337828	0.045939904	0.061812375	0.09045954	0.11986129	0.11658653	0.14341304	0.14834692	0.17407686	0.18353863
t157	0.21644141	0.27279043	0.35575378	0.41730905	0.435012	0.41217938	0.36535126	0.3420259	0.3383342	0.34307683	0.3348807
t158	0.34304938	0.34393236	0.36080644	0.36464283	0.3394443	0.29773596	0.29030964	0.27543104	0.24920343	0.22724307	0.18764338
t159	0.15474293	0.18630047	0.19289787	0.19067335	0.1849911	0.18594685	0.16527218	0.18275404	0.2197151	0.24116792	0.22830565
t160	0.20975375	0.17323662	0.20758003	0.23369803	0.23068856	0.22651173	0.2549227	0.27483544	0.32421136	0.33544064	0.3793669
t161	0.3807926	0.3890636	0.41371745	0.41860265	0.4882943	0.5575266	0.53287154	0.5182794	0.36648655	0.40702456	0.44442
t162	0.41118744	0.4092555	0.3795167	0.42097858	0.3462578	0.32168767	0.2764107	0.25647762	0.23535678	0.2009928	0.17357361
t163	0.15456158	0.11962122	0.12942606	0.10329896	0.06740369	0.048592247	0.03515581	0.030601226	0.029046796	0.0292938	0.03407847
t164	0.040093623	0.04214214	0.039665457	0.03765794	0.039574873	0.03863301	0.036352262	0.03711463	0.04353896	0.05476388	0.058871105
t165	0.06668157	0.07404554	0.07736161	0.062195633	0.055585336	0.07117933	0.13160093	0.19211718	0.19788317	0.2084106	0.213737
t166	0.19564432	0.21798214	0.2773579	0.29631305	0.2956419	0.27786696	0.25626957	0.23849392	0.24576667	0.25246873	0.25590035
t167	0.25487265	0.22675112	0.2020827	0.17822404	0.1461448	0.109045155	0.10761816	0.17781562	0.28855446	0.2814015	0.28160998
t168	0.25397426	0.21235763	0.19301382	0.20375928	0.22648704	0.25668347	0.28287804	0.27125394	0.27768967	0.21954896	0.19006318
t169	0.1757532	0.14717667	0.11978182	0.11031539	0.112788096	0.13059075	0.14441286	0.14776704	0.19153346	0.21133494	0.19770356
t170	0.20360401	0.23953088	0.25057423	0.23724753	0.2252181	0.21382031	0.22596163	0.25907904	0.2828564	0.29719067	0.28755477
t171	0.2630448	0.24854599	0.24584025	0.25660568	0.26219508	0.27568194	0.29653355	0.33011863	0.34928948	0.31787705	0.34684053
t172	0.39247653	0.51326555	0.65142995	0.65219015	0.631472	0.60927194	0.57560843	0.5325326	0.5498228	0.58318835	0.62516993
t173	0.63959754	0.6513713	0.59745324	0.5845177	0.5824192	0.5950119	0.61630976	0.62156814	0.62746584	6.27E-01	0.59947187
t174	0.6304492	0.6475708	0.68360794	0.7341862	0.76842314	0.78264314	0.7771127	0.7702209	0.76351655	0.74373305	0.7350985
t175	0.7319896	0.72713655	0.7323013	0.74611133	0.7241804	0.7350318	0.7279361	0.70607585	0.6973807	0.6798334	0.68024844
t176	6.89E-01	0.65999657	0.6678024	0.68075484	0.68252444	0.67077017	0.70570695	0.7299248	0.7338954	0.74155754	0.7257877
t177	0.6955358	0.7036386	0.7039465	0.7252436	0.71833384	0.7009068	0.70254594	0.7002819	0.70860255	0.7056719	0.70185304
t178	0.6893995	0.6751991	6.71E-01	0.64373875	0.62881595	0.6236512	0.6413429	0.67267436	0.70108426	0.7208945	0.7584456
t179	0.755269	0.7005634	0.72653306	0.73208225	0.6969827	0.67804843	0.63285154	0.57299817	0.5009637	0.42033532	0.40302613
t180	0.41655108	0.43433675	0.4546627	0.49646193	5.33E-01	0.5429895	0.48950762	0.48226443	0.5076192	0.5305755	0.57207143
t181	0.634873	0.6128622	0.613433	0.6191316	0.6126154	0.64875406	0.6809328	0.693287	0.685179	0.6767439	0.6587755
t182	0.6371898	0.6280933	0.63016903	0.6383362	0.6369107	0.66449267	0.6928492	0.6554955	0.68904775	0.63388795	0.6082731
t183	0.61205775	0.64230615	0.6839834	0.68937474	0.703693	0.7103095	0.6831049	0.7125627	0.7458154	0.7530947	0.73837495
t184	0.71257234	0.6512741	0.6686287	0.661485	0.6390495	0.6280865	0.6197842	0.6156645	0.61254007	0.54094064	0.595442
t185	0.5418367	0.51339877	0.50901544	0.54155564	0.5699912	0.5522213	0.545967	0.48945662	0.40403172	0.49528173	0.54048985
t186	0.55325234	0.5512383	0.5303373	0.4445039	0.43177938	0.4175497	0.3932845	0.3606582	0.32805738	0.30203563	0.27096152
t187	0.21300778	0.24031956	0.18367217	0.16356936	0.20554164	0.16311464	0.14422973	0.14103495	0.109530106	0.10144669	0.084325284
t188	0.074261576	0.07517599	0.07687626	0.08020193	0.08425401	0.077498324	0.08699757	0.1063427	0.11549479	0.11823604	0.11468913
t189	0.10836302	0.1072202	0.10895666	0.09369661	0.09503988	0.10516735	0.17768076	0.18639913	0.18537888	0.13667898	0.12756634
t190	0.11742918	0.11262473	0.10867414	0.099137306	0.091955766	0.089517616	0.08495101	0.07259178	0.068700604	0.07754255	0.093119085
t191	0.11023846	0.124727316	0.13287763	0.12551644	0.12104868	0.11073929	0.12959254	0.14720456	0.17704003	0.2390997	0.26212823
t192	0.25209728	0.22842698	0.20482582	0.15533148	0.14751875	0.15929444	0.16332771	0.15715382	0.16396914	0.16509272	0.12923308
t193	0.12604763	0.13462818	0.15418835	0.16461556	0.16292538	0.16847222	0.17357701	0.16217007	0.1702381	0.22954422	0.27213436
t194	0.2573988	0.21457222	0.16842194	0.13668306	0.12586604	0.12767136	0.152892	0.14538285	0.13197635	0.114501916	0.11051324
t195	0.09290198	0.088638395	0.084778234	0.097710185	0.12036006	0.1761982	0.2439342	0.33436167	0.36689287	0.34641647	0.3223154
t196	0.37101617	0.40371826	0.3845938	0.34562868	0.3201296	0.3020576	0.30461612	0.37738633	0.42273116	0.4315543	0.4091975
t197	0.3587124	0.29272708	0.22191082	0.14755192	0.24461116	0.2436868	0.22640659	0.20909695	0.18441729	0.18141395	0.17642935
t198	0.14950933	0.13133723	0.1567621	0.16951747	0.19421403	0.21073546	0.2009	0.14222646	0.10792332	0.095177695	0.10601536
t199	0.11550889	0.11415577	0.12067472	0.14745814	0.15684372	0.13938574	1.16E-01	1.12E-01	1.15E-01	1.35E-01	1.63E-01
t200	0.16311294	0.15659477	0.13630508	0.12977551	0.15056323	0.15604295	0.16407602	0.1852591	0.20452717	0.22312237	0.2288383
t201	0.23268051	0.25675192	0.27898502	2.73E-01	2.78E-01	2.76E-01	2.48E-01	2.36E-01	2.20E-01	1.96E-01	1.56E-01
t202	1.31E-01	1.19E-01	0.12358645	0.1023798	0.062292848	0.047123086	0.052279912	0.052511692	0.055165708	0.056894396	0.058258284
