DE5;7.6119;54.1561
DE6;13.4659;54.8706
DK0;6.3525;56.6094
DK1;13.4773;55.0019
SE1;18.1553;56.111
SE0;19.6846;61.8783
FI0;20.3786;61.3989
FR2;0.5865;50.3302
FR3;3.8229;42.9636
FR4;-6.5657;48.4052
FR6;-2.9282;44.7125
ES0;-4.9253;44.0308
ES1;3.2155;40.5828
ES4;3.6891;39.2919
IT2;9.0527;43.8575
IT3;15.0208;38.9032
IT4;8.1298;39.7882
GB0;1.7264;51.6335
GB1;-3.3654;53.6953
GB2;-1.4402;58.0599
GB3;1.9063;54.2562
GB4;-4.6968;51.3422
GB5;-6.514;55.3859
NO0;9.494235439;61.38113813
PT0;-9.704;39.4203
