	at	balt	be	de	dk	es	fr	nl	no	se	uk	CH	CZ	HU	IT	PL	SI
Sc1.t1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000
Sc1.t8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.012	0.007	0.051	0.008	0.011
Sc1.t9	0.046	0.009	0.001	0.007	0.000	0.005	0.007	0.000	0.000	0.000	0.000	0.073	0.065	0.029	0.124	0.042	0.055
Sc1.t10	0.147	0.024	0.033	0.049	0.013	0.082	0.055	0.020	0.000	0.003	0.002	0.139	0.123	0.058	0.184	0.083	0.104
Sc1.t11	0.234	0.034	0.089	0.103	0.044	0.204	0.116	0.057	0.007	0.009	0.015	0.180	0.150	0.079	0.224	0.102	0.141
Sc1.t12	0.283	0.040	0.130	0.143	0.073	0.313	0.154	0.093	0.017	0.016	0.035	0.174	0.145	0.092	0.236	0.094	0.151
Sc1.t13	0.282	0.033	0.152	0.160	0.078	0.375	0.152	0.112	0.020	0.017	0.055	0.128	0.111	0.080	0.215	0.064	0.135
Sc1.t14	0.237	0.019	0.124	0.146	0.053	0.393	0.141	0.093	0.015	0.014	0.055	0.069	0.058	0.045	0.164	0.024	0.094
Sc1.t15	0.157	0.006	0.099	0.106	0.025	0.360	0.110	0.068	0.008	0.007	0.046	0.024	0.009	0.008	0.081	0.000	0.032
Sc1.t16	0.060	0.000	0.054	0.047	0.006	0.283	0.066	0.032	0.001	0.001	0.029	0.000	0.000	0.000	0.008	0.000	0.000
Sc1.t17	0.003	0.000	0.008	0.004	0.000	0.169	0.025	0.003	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t18	0.000	0.000	0.000	0.000	0.000	0.047	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t19	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t23	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t24	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t27	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t29	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t30	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t31	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.000	0.000
Sc1.t32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.007	0.055	0.086	0.014	0.007
Sc1.t33	0.016	0.010	0.000	0.004	0.000	0.003	0.010	0.000	0.000	0.000	0.000	0.105	0.036	0.151	0.232	0.050	0.031
Sc1.t34	0.056	0.032	0.013	0.025	0.013	0.044	0.056	0.022	0.000	0.003	0.002	0.227	0.063	0.227	0.350	0.082	0.052
Sc1.t35	0.104	0.047	0.061	0.052	0.042	0.110	0.103	0.058	0.005	0.011	0.018	0.363	0.078	0.258	0.417	0.100	0.059
Sc1.t36	0.156	0.053	0.080	0.078	0.074	0.173	0.135	0.091	0.012	0.022	0.045	0.401	0.072	0.230	0.430	0.093	0.055
Sc1.t37	0.178	0.045	0.124	0.089	0.086	0.191	0.144	0.108	0.014	0.023	0.064	0.369	0.051	0.148	0.398	0.061	0.043
Sc1.t38	0.158	0.029	0.133	0.086	0.080	0.192	0.123	0.103	0.010	0.020	0.074	0.299	0.026	0.059	0.305	0.021	0.024
Sc1.t39	0.108	0.007	0.126	0.059	0.052	0.168	0.084	0.068	0.004	0.010	0.067	0.156	0.005	0.006	0.168	0.000	0.005
Sc1.t40	0.040	0.000	0.072	0.023	0.013	0.129	0.048	0.031	0.000	0.001	0.042	0.014	0.000	0.000	0.026	0.000	0.000
Sc1.t41	0.002	0.000	0.014	0.002	0.000	0.075	0.016	0.003	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t42	0.000	0.000	0.000	0.000	0.000	0.020	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t43	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t44	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t45	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t46	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t47	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t48	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t49	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t50	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t52	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t53	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t54	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t55	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000
Sc1.t56	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.020	0.027	0.123	0.013	0.139
Sc1.t57	0.038	0.014	0.001	0.004	0.001	0.002	0.005	0.000	0.000	0.000	0.000	0.191	0.083	0.080	0.284	0.059	0.309
Sc1.t58	0.110	0.043	0.023	0.021	0.019	0.031	0.039	0.024	0.000	0.006	0.003	0.352	0.142	0.132	0.402	0.113	0.431
Sc1.t59	0.160	0.070	0.050	0.040	0.056	0.089	0.097	0.066	0.005	0.015	0.021	0.472	0.184	0.161	0.463	0.154	0.496
Sc1.t60	0.182	0.091	0.076	0.046	0.076	0.144	0.153	0.105	0.012	0.022	0.048	0.526	0.186	0.154	0.479	0.154	0.499
Sc1.t61	0.181	0.085	0.073	0.043	0.081	0.168	0.189	0.131	0.015	0.029	0.069	0.471	0.150	0.137	0.445	0.115	0.447
Sc1.t62	0.155	0.055	0.051	0.032	0.067	0.187	0.184	0.132	0.012	0.021	0.074	0.342	0.083	0.096	0.337	0.051	0.335
Sc1.t63	0.095	0.014	0.026	0.022	0.038	0.189	0.152	0.110	0.005	0.012	0.064	0.175	0.017	0.029	0.177	0.003	0.153
Sc1.t64	0.036	0.000	0.009	0.008	0.009	0.153	0.089	0.056	0.000	0.001	0.038	0.019	0.000	0.000	0.020	0.000	0.001
Sc1.t65	0.002	0.000	0.002	0.001	0.000	0.092	0.032	0.007	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t66	0.000	0.000	0.000	0.000	0.000	0.027	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t67	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t68	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t69	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t70	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t71	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t72	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t73	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t74	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t76	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t77	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t78	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.002	0.000	0.000
Sc1.t80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.034	0.164	0.030	0.040	0.069
Sc1.t81	0.019	0.014	0.001	0.003	0.000	0.003	0.004	0.000	0.000	0.000	0.000	0.140	0.129	0.328	0.089	0.128	0.157
Sc1.t82	0.060	0.037	0.030	0.016	0.014	0.050	0.023	0.033	0.001	0.005	0.004	0.277	0.217	0.429	0.145	0.213	0.196
Sc1.t83	0.087	0.054	0.095	0.034	0.034	0.112	0.052	0.089	0.010	0.019	0.021	0.389	0.278	0.480	0.191	0.255	0.175
Sc1.t84	0.106	0.063	0.132	0.049	0.049	0.157	0.086	0.134	0.020	0.029	0.041	0.431	0.273	0.467	0.203	0.246	0.130
Sc1.t85	0.119	0.048	0.140	0.051	0.054	0.182	0.115	0.156	0.024	0.027	0.055	0.401	0.226	0.380	0.181	0.183	0.085
Sc1.t86	0.109	0.032	0.097	0.048	0.050	0.182	0.124	0.143	0.020	0.019	0.054	0.307	0.132	0.217	0.133	0.086	0.045
Sc1.t87	0.076	0.009	0.073	0.035	0.030	0.161	0.105	0.107	0.009	0.010	0.050	0.161	0.029	0.045	0.070	0.007	0.012
Sc1.t88	0.031	0.000	0.049	0.016	0.009	0.131	0.072	0.050	0.001	0.002	0.034	0.017	0.000	0.000	0.008	0.000	0.000
Sc1.t89	0.002	0.000	0.011	0.002	0.000	0.076	0.028	0.005	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t90	0.000	0.000	0.000	0.000	0.000	0.017	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t91	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t92	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t93	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t94	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t95	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t96	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t97	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t98	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t99	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000
Sc1.t104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.036	0.041	0.029	0.032	0.025
Sc1.t105	0.019	0.005	0.000	0.003	0.000	0.003	0.008	0.000	0.000	0.000	0.000	0.165	0.140	0.107	0.091	0.109	0.078
Sc1.t106	0.055	0.019	0.008	0.025	0.015	0.036	0.047	0.011	0.001	0.007	0.002	0.305	0.259	0.164	0.163	0.192	0.121
Sc1.t107	0.098	0.028	0.018	0.055	0.043	0.090	0.100	0.036	0.011	0.020	0.018	0.414	0.343	0.198	0.213	0.262	0.140
Sc1.t108	0.116	0.032	0.019	0.070	0.063	0.153	0.142	0.065	0.022	0.033	0.040	0.457	0.369	0.188	0.217	0.280	0.121
Sc1.t109	0.113	0.030	0.028	0.066	0.064	0.192	0.160	0.089	0.027	0.038	0.055	0.411	0.313	0.133	0.188	0.228	0.082
Sc1.t110	0.096	0.023	0.041	0.047	0.054	0.209	0.162	0.087	0.022	0.028	0.055	0.297	0.186	0.061	0.139	0.116	0.040
Sc1.t111	0.062	0.008	0.043	0.025	0.033	0.195	0.134	0.069	0.011	0.014	0.044	0.140	0.046	0.007	0.071	0.010	0.009
Sc1.t112	0.028	0.000	0.026	0.009	0.009	0.165	0.091	0.033	0.001	0.002	0.027	0.015	0.000	0.000	0.010	0.000	0.000
Sc1.t113	0.002	0.000	0.007	0.001	0.000	0.105	0.033	0.004	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t114	0.000	0.000	0.000	0.000	0.000	0.030	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t115	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000
Sc1.t128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.006	0.007	0.085	0.012	0.017
Sc1.t129	0.015	0.013	0.001	0.004	0.000	0.003	0.006	0.000	0.000	0.000	0.000	0.148	0.041	0.021	0.227	0.041	0.073
Sc1.t130	0.047	0.024	0.022	0.033	0.013	0.052	0.041	0.017	0.001	0.006	0.003	0.230	0.098	0.038	0.342	0.065	0.140
Sc1.t131	0.075	0.025	0.050	0.067	0.036	0.148	0.092	0.046	0.008	0.018	0.018	0.289	0.155	0.054	0.402	0.077	0.191
Sc1.t132	0.119	0.022	0.059	0.105	0.051	0.246	0.136	0.078	0.016	0.026	0.041	0.310	0.173	0.061	0.417	0.074	0.198
Sc1.t133	0.123	0.016	0.069	0.131	0.057	0.305	0.154	0.090	0.018	0.028	0.054	0.291	0.144	0.052	0.379	0.054	0.156
Sc1.t134	0.099	0.009	0.060	0.135	0.052	0.340	0.154	0.081	0.013	0.019	0.059	0.228	0.078	0.028	0.292	0.024	0.084
Sc1.t135	0.063	0.004	0.031	0.104	0.035	0.311	0.126	0.063	0.005	0.007	0.053	0.122	0.016	0.004	0.160	0.001	0.026
Sc1.t136	0.027	0.000	0.018	0.049	0.009	0.251	0.079	0.032	0.000	0.001	0.033	0.016	0.000	0.000	0.022	0.000	0.000
Sc1.t137	0.003	0.000	0.004	0.005	0.000	0.154	0.027	0.005	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t138	0.000	0.000	0.000	0.000	0.000	0.048	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t139	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.000	0.000
Sc1.t152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.033	0.041	0.078	0.034	0.023
Sc1.t153	0.015	0.007	0.001	0.006	0.000	0.004	0.006	0.000	0.000	0.000	0.000	0.243	0.111	0.107	0.229	0.104	0.089
Sc1.t154	0.047	0.023	0.030	0.043	0.014	0.056	0.040	0.010	0.001	0.006	0.003	0.378	0.184	0.158	0.365	0.165	0.155
Sc1.t155	0.086	0.043	0.080	0.091	0.040	0.152	0.086	0.024	0.007	0.017	0.021	0.469	0.240	0.179	0.443	0.204	0.185
Sc1.t156	0.099	0.055	0.116	0.127	0.061	0.246	0.132	0.044	0.015	0.025	0.051	0.486	0.269	0.160	0.445	0.187	0.200
Sc1.t157	0.117	0.055	0.131	0.137	0.063	0.294	0.159	0.044	0.017	0.027	0.075	0.391	0.259	0.113	0.379	0.119	0.207
Sc1.t158	0.111	0.040	0.111	0.134	0.065	0.304	0.158	0.050	0.013	0.019	0.085	0.226	0.190	0.067	0.259	0.045	0.158
Sc1.t159	0.085	0.013	0.082	0.100	0.039	0.294	0.130	0.045	0.006	0.009	0.073	0.073	0.055	0.017	0.113	0.003	0.054
Sc1.t160	0.039	0.000	0.048	0.046	0.012	0.236	0.085	0.023	0.001	0.002	0.047	0.004	0.000	0.000	0.010	0.000	0.000
Sc1.t161	0.003	0.000	0.010	0.004	0.000	0.150	0.033	0.005	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t162	0.000	0.000	0.000	0.000	0.000	0.048	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t163	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t173	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Sc1.t175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000
Sc1.t176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.004	0.020	0.018	0.016	0.002
Sc1.t177	0.025	0.016	0.001	0.007	0.000	0.005	0.007	0.000	0.000	0.000	0.000	0.059	0.025	0.049	0.058	0.059	0.016
Sc1.t178	0.079	0.050	0.039	0.044	0.014	0.075	0.049	0.012	0.001	0.009	0.003	0.124	0.047	0.066	0.115	0.101	0.034
Sc1.t179	0.128	0.072	0.090	0.089	0.041	0.178	0.110	0.023	0.008	0.030	0.018	0.184	0.056	0.066	0.154	0.116	0.061
Sc1.t180	0.157	0.085	0.135	0.119	0.057	0.269	0.163	0.028	0.017	0.050	0.039	0.213	0.051	0.061	0.178	0.103	0.059
Sc1.t181	0.156	0.076	0.167	0.134	0.067	0.320	0.199	0.035	0.020	0.052	0.049	0.182	0.036	0.050	0.168	0.064	0.032
Sc1.t182	0.145	0.050	0.165	0.126	0.056	0.316	0.187	0.039	0.016	0.041	0.051	0.114	0.017	0.022	0.125	0.023	0.018
Sc1.t183	0.102	0.016	0.126	0.091	0.036	0.255	0.154	0.039	0.008	0.021	0.041	0.045	0.002	0.002	0.060	0.000	0.006
