	at	balt	be	de	dk	es	fr	nl	no	se	uk	CH	CZ	HU	IT	PL	SI
t1	0.02579	0.28238	0.36775	0.07511	0.08807	0.13964	0.15595	0.50209	0.35707	0.24282	0.27621	0.03328	0.14577	0.15211	0.14125	0.10533	0.141
t2	0.03298	0.28564	0.32831	0.07171	0.07566	0.12548	0.14524	0.47259	0.29773	0.23556	0.26962	0.03343	0.13577	0.14579	0.14317	0.09521	0.1301
t3	0.03807	0.28706	0.30192	0.07582	0.06827	0.11817	0.13597	0.45073	0.25904	0.23806	0.27046	0.03262	0.13006	0.14172	0.15002	0.085	0.12329
t4	0.04207	0.2709	0.28683	0.07529	0.05632	0.11465	0.12947	0.42512	0.23531	0.24281	0.27768	0.03283	0.12227	0.14316	0.17224	0.08243	0.11926
t5	0.06055	0.27266	0.28625	0.07303	0.05011	0.10561	0.12186	0.41533	0.25486	0.25169	0.2728	0.0331	0.11928	0.14676	0.19536	0.08291	0.1205
t6	0.05115	0.27595	0.26216	0.06995	0.04413	0.1052	0.10529	0.43101	0.28413	0.26007	0.27755	0.03377	0.12321	0.14785	0.21186	0.08338	0.12127
t7	0.06513	0.28488	0.25198	0.07028	0.04037	0.11106	0.09849	0.41455	0.28748	0.26994	0.26686	0.03453	0.13413	0.14669	0.21519	0.08145	0.1301
t8	0.10192	0.27519	0.24062	0.07372	0.04015	0.12658	0.09733	0.38294	0.29251	0.2802	0.24823	0.03552	0.15407	0.14427	0.20818	0.07735	0.1429
t9	0.12267	0.28077	0.23615	0.07343	0.03578	0.14529	0.09752	0.3528	0.31367	0.28274	0.23263	0.0372	0.17785	0.19726	0.20948	0.06099	0.1226
t10	0.11891	0.29083	0.21272	0.06863	0.03152	0.16377	0.09407	0.30002	0.35807	0.28126	0.21801	0.02785	0.17618	0.22141	0.21059	0.05007	0.10024
t11	0.13433	0.30458	0.22663	0.05265	0.02427	0.21342	0.07839	0.27479	0.35349	0.29482	0.21599	0.01021	0.16501	0.2117	0.1992	0.05152	0.07569
t12	0.13784	0.2806	0.17585	0.02989	0.02388	0.18011	0.06742	0.24206	0.36138	0.27426	0.22476	0.00664	0.14504	0.19656	0.19251	0.04824	0.0542
t13	0.1114	0.27094	0.16215	0.02061	0.02273	0.19098	0.07024	0.20312	0.34226	0.2578	0.23221	0.00703	0.12053	0.17571	0.18955	0.03998	0.03894
t14	0.08115	0.27869	0.13826	0.01947	0.02922	0.15572	0.06891	0.16578	0.33094	0.24207	0.21968	0.00553	0.09133	0.15711	0.19094	0.02999	0.03317
t15	0.05618	0.31058	0.08452	0.02893	0.03733	0.18319	0.06103	0.13739	0.32507	0.23724	0.20523	0.00483	0.06428	0.13806	0.19035	0.02831	0.03514
t16	0.04431	0.3417	0.07659	0.04203	0.04888	0.1984	0.0513	0.13565	0.31306	0.23576	0.19726	0.0018	0.05842	0.15531	0.20328	0.03032	0.06523
t17	0.03632	0.34794	0.08082	0.05881	0.06542	0.19874	0.06163	0.15768	0.2887	0.23368	0.1988	0.00006	0.05458	0.15989	0.21861	0.0333	0.07569
t18	0.02909	0.33514	0.08204	0.06504	0.08306	0.20374	0.08064	0.15105	0.26985	0.23541	0.19039	0.002	0.05625	0.15697	0.222	0.03513	0.08643
t19	0.01968	0.35006	0.09316	0.06579	0.09646	0.2025	0.09286	0.12591	0.24099	0.23315	0.18477	0.01252	0.06465	0.1545	0.21801	0.03762	0.08324
t20	0.01655	0.365	0.09897	0.06546	0.11093	0.21414	0.09849	0.10146	0.21629	0.23033	0.18549	0.02558	0.07568	0.14992	0.21579	0.03818	0.08587
t21	0.02461	0.36033	0.09781	0.0667	0.11885	0.24074	0.10416	0.08119	0.1985	0.22077	0.19302	0.03528	0.08349	0.13873	0.20973	0.03946	0.079
t22	0.04635	0.37724	0.09039	0.06159	0.12587	0.2383	0.1125	0.06639	0.19348	0.21276	0.20322	0.03972	0.08487	0.13152	0.20302	0.04035	0.06978
t23	0.06907	0.4053	0.10591	0.04507	0.17889	0.25138	0.11095	0.07259	0.25254	0.22756	0.18024	0.04369	0.07718	0.12265	0.20125	0.04217	0.06481
t24	0.07631	0.38465	0.10638	0.03591	0.19375	0.23878	0.11263	0.05813	0.26575	0.21738	0.16755	0.0472	0.05913	0.1099	0.20759	0.04723	0.05939
t25	0.08548	0.37932	0.11284	0.02879	0.19572	0.22624	0.1157	0.0469	0.2686	0.21058	0.1398	0.04634	0.04327	0.09306	0.21502	0.05225	0.05782
t26	0.09263	0.39073	0.11517	0.02382	0.19473	0.20241	0.11286	0.03757	0.25361	0.19713	0.12009	0.04188	0.03022	0.07098	0.22189	0.05547	0.05192
t27	0.09441	0.37594	0.11413	0.02082	0.18965	0.19618	0.10804	0.02904	0.23235	0.18533	0.09735	0.03501	0.02111	0.04745	0.22727	0.05487	0.05309
t28	0.08324	0.35339	0.09573	0.02093	0.18962	0.16991	0.10415	0.02621	0.22371	0.17148	0.08105	0.02981	0.01568	0.03122	0.22889	0.05475	0.06104
t29	0.08606	0.31423	0.08672	0.02625	0.18249	0.14378	0.10864	0.02759	0.21346	0.15655	0.06361	0.02772	0.01269	0.02349	0.22728	0.05419	0.06844
t30	0.08563	0.29045	0.08278	0.0326	0.18063	0.13374	0.12104	0.03172	0.2055	0.14742	0.05359	0.02748	0.01259	0.02025	0.22084	0.05153	0.08466
t31	0.07484	0.27377	0.07902	0.03538	0.16262	0.12884	0.13617	0.03391	0.2067	0.14006	0.04985	0.02611	0.01399	0.01881	0.21046	0.04963	0.10037
t32	0.06699	0.26431	0.0641	0.03329	0.14527	0.13089	0.14211	0.0353	0.22188	0.12991	0.04899	0.02512	0.01487	0.01636	0.19649	0.04988	0.11803
t33	0.06408	0.25209	0.05675	0.03029	0.13273	0.12887	0.15019	0.03612	0.21753	0.12481	0.05058	0.02887	0.01181	0.02099	0.18148	0.04809	0.11849
t34	0.05717	0.23398	0.06162	0.03325	0.12161	0.1163	0.15751	0.03114	0.18306	0.11854	0.05482	0.02276	0.01203	0.03291	0.17702	0.04465	0.11097
t35	0.04053	0.18959	0.04273	0.02449	0.15416	0.10791	0.10233	0.02745	0.18891	0.12244	0.06135	0.00376	0.01809	0.0369	0.17282	0.04741	0.09999
t36	0.03407	0.16908	0.04199	0.02023	0.14986	0.07833	0.10066	0.02215	0.20795	0.10508	0.05958	0.00038	0.02864	0.03642	0.17196	0.05761	0.08091
t37	0.02773	0.16986	0.03909	0.01776	0.16616	0.05488	0.09759	0.02387	0.22702	0.09452	0.06176	0.00177	0.03979	0.03345	0.17475	0.06531	0.06916
t38	0.02785	0.18042	0.03215	0.01869	0.18219	0.04633	0.09244	0.03193	0.21143	0.08951	0.06607	0.00631	0.04439	0.0278	0.17527	0.07429	0.06307
t39	0.03017	0.18463	0.03383	0.022	0.18455	0.04182	0.09661	0.04645	0.22571	0.0918	0.07652	0.01893	0.04212	0.02006	0.1733	0.08892	0.06523
t40	0.03165	0.17588	0.05082	0.02854	0.16749	0.03869	0.11376	0.08172	0.23197	0.09058	0.08999	0.02757	0.04967	0.01246	0.17928	0.10404	0.08995
t41	0.03711	0.1566	0.08318	0.03285	0.14353	0.0374	0.1573	0.14804	0.23388	0.08159	0.11021	0.04052	0.05376	0.00866	0.19262	0.11588	0.10631
t42	0.04076	0.14396	0.13435	0.03725	0.12937	0.04168	0.20376	0.19047	0.24208	0.0734	0.12788	0.05962	0.05209	0.0104	0.20153	0.11995	0.12582
t43	0.04711	0.1255	0.17546	0.04148	0.127	0.04286	0.22494	0.19814	0.22554	0.06678	0.13861	0.08215	0.04772	0.01989	0.2051	0.1184	0.13641
t44	0.06953	0.11132	0.20306	0.04834	0.13616	0.04303	0.24216	0.20485	0.19812	0.06022	0.15161	0.08974	0.04639	0.03285	0.19945	0.11302	0.14323
t45	0.08215	0.11311	0.20465	0.05522	0.15269	0.0518	0.24271	0.22525	0.17884	0.0552	0.15246	0.07925	0.04909	0.0441	0.19704	0.10457	0.14293
t46	0.09959	0.11674	0.18895	0.05852	0.16698	0.0474	0.241	0.26991	0.15353	0.04705	0.1519	0.07283	0.04883	0.0509	0.19157	0.0912	0.14722
t47	0.15099	0.13123	0.12925	0.074	0.21807	0.03371	0.19757	0.42217	0.15462	0.04737	0.16817	0.07617	0.04194	0.05516	0.18663	0.07939	0.14105
t48	0.19311	0.11654	0.14374	0.07009	0.2016	0.03412	0.211	0.4683	0.13725	0.04557	0.15708	0.08883	0.03371	0.06228	0.18236	0.07336	0.12679
t49	0.22411	0.09487	0.17764	0.07285	0.1944	0.04719	0.22263	0.52235	0.12651	0.04538	0.15463	0.11285	0.03019	0.07452	0.17699	0.07067	0.12126
t50	0.25632	0.08205	0.19454	0.08006	0.15928	0.06292	0.20724	0.5061	0.19906	0.04549	0.15595	0.16197	0.03344	0.09666	0.16657	0.06891	0.12059
t51	0.26404	0.08091	0.23444	0.08593	0.12792	0.0777	0.20945	0.49952	0.31398	0.04808	0.16628	0.21569	0.04315	0.13014	0.15213	0.0673	0.11909
t52	0.30534	0.07996	0.23204	0.087	0.10837	0.09208	0.19973	0.51495	0.38133	0.04691	0.17098	0.23349	0.05684	0.15593	0.14761	0.06705	0.11067
t53	0.34153	0.08187	0.24175	0.09208	0.10519	0.09719	0.20044	0.53823	0.43599	0.04647	0.16426	0.23425	0.06784	0.16227	0.14681	0.06494	0.11138
t54	0.37281	0.0747	0.24495	0.09876	0.1054	0.10085	0.20474	0.57644	0.44733	0.04466	0.16172	0.22306	0.07377	0.15117	0.13988	0.05932	0.11719
t55	0.37369	0.06643	0.25729	0.10593	0.09894	0.10039	0.20663	0.58506	0.46443	0.04206	0.17039	0.17177	0.08118	0.1412	0.13556	0.0516	0.12176
t56	0.36807	0.05823	0.26212	0.1041	0.09248	0.1036	0.19866	0.57634	0.47233	0.03922	0.18375	0.09821	0.08454	0.11353	0.12943	0.04186	0.11885
t57	0.36964	0.05063	0.25509	0.10409	0.08599	0.10648	0.1837	0.57646	0.47463	0.03866	0.19816	0.0489	0.07646	0.06206	0.14125	0.03274	0.12157
t58	0.38045	0.04315	0.21847	0.09477	0.07824	0.10928	0.14694	0.59718	0.54216	0.0385	0.20617	0.03266	0.10232	0.05816	0.14024	0.02813	0.17997
t59	0.28766	0.03426	0.17903	0.06698	0.09294	0.10353	0.07303	0.51271	0.67316	0.03688	0.18485	0.02899	0.09827	0.06828	0.13311	0.02244	0.17217
t60	0.26697	0.03042	0.09148	0.06318	0.07999	0.10694	0.04854	0.47653	0.69242	0.03581	0.19765	0.03078	0.09277	0.05786	0.13368	0.02108	0.14732
t61	0.21805	0.02935	0.05519	0.05845	0.06768	0.11691	0.03823	0.44734	0.69341	0.03749	0.21057	0.0331	0.08962	0.0533	0.13675	0.02014	0.12079
t62	0.17854	0.03254	0.04103	0.05446	0.05267	0.13067	0.03362	0.40914	0.70077	0.04167	0.20924	0.0375	0.09162	0.04765	0.13956	0.01835	0.10971
t63	0.18726	0.04091	0.05028	0.0569	0.04014	0.14832	0.03504	0.40392	0.71573	0.04968	0.22812	0.04155	0.09203	0.05223	0.13197	0.02164	0.09922
t64	0.17004	0.04204	0.07485	0.06486	0.03051	0.15954	0.0506	0.43205	0.71779	0.06097	0.23832	0.0558	0.11344	0.06721	0.13239	0.02995	0.11585
t65	0.18295	0.03934	0.1037	0.0685	0.02443	0.15942	0.0775	0.4736	0.72401	0.06844	0.23803	0.07243	0.14015	0.07427	0.13443	0.04176	0.14185
t66	0.20583	0.03506	0.11507	0.07247	0.0225	0.14708	0.09468	0.51797	0.738	0.07695	0.2451	0.08092	0.15532	0.06894	0.12725	0.05473	0.16779
t67	0.18243	0.03345	0.11484	0.06867	0.02378	0.15009	0.09762	0.49759	0.74693	0.08147	0.25083	0.08742	0.16237	0.05823	0.12153	0.06822	0.17766
t68	0.17897	0.0332	0.1197	0.06519	0.03026	0.14199	0.09809	0.49198	0.75354	0.08605	0.25309	0.09513	0.16661	0.04959	0.12033	0.0792	0.21752
t69	0.21665	0.03423	0.12611	0.05878	0.04365	0.13486	0.09179	0.52705	0.7529	0.09123	0.25612	0.10303	0.16525	0.04201	0.12179	0.08713	0.23003
t70	0.2077	0.03447	0.1255	0.05305	0.05152	0.11634	0.08677	0.5484	0.75153	0.09379	0.25988	0.09769	0.15598	0.03238	0.12085	0.0922	0.24779
t71	0.12246	0.03131	0.10022	0.05047	0.07427	0.0918	0.06535	0.5975	0.74615	0.10592	0.26136	0.08613	0.1504	0.02454	0.12159	0.09693	0.24881
t72	0.13237	0.02819	0.08648	0.04403	0.09444	0.09408	0.05962	0.60623	0.70429	0.10763	0.26329	0.07926	0.15304	0.02248	0.12179	0.10161	0.23706
t73	0.18377	0.02798	0.0706	0.0394	0.11899	0.09515	0.05404	0.61356	0.65714	0.12714	0.26665	0.06521	0.16014	0.02503	0.11919	0.10275	0.22933
t74	0.20442	0.02842	0.06026	0.0368	0.13855	0.08633	0.05107	0.59771	0.57611	0.1301	0.26261	0.05522	0.16219	0.02972	0.11235	0.10383	0.22586
t75	0.20444	0.0297	0.05637	0.03579	0.1619	0.07185	0.0521	0.57836	0.4864	0.12718	0.25851	0.05264	0.15726	0.0347	0.10403	0.10569	0.22808
t76	0.19981	0.02642	0.05009	0.03498	0.19598	0.06918	0.05242	0.56293	0.4234	0.12228	0.26037	0.06052	0.15075	0.03952	0.10814	0.11894	0.19979
t77	0.20853	0.02379	0.04548	0.03232	0.24766	0.06314	0.05531	0.55708	0.37143	0.12477	0.26037	0.06884	0.14274	0.05015	0.12676	0.13749	0.19036
t78	0.23119	0.02127	0.03884	0.02958	0.29398	0.0553	0.05977	0.56276	0.36251	0.12419	0.2593	0.07674	0.12679	0.06734	0.15228	0.15287	0.18936
t79	0.25269	0.02058	0.03669	0.02743	0.3618	0.04497	0.06187	0.56857	0.37955	0.11835	0.2603	0.08528	0.12202	0.08592	0.18004	0.16726	0.18192
t80	0.26543	0.01907	0.03566	0.02514	0.44426	0.03951	0.06022	0.55048	0.35986	0.11129	0.26597	0.08383	0.10286	0.09443	0.19209	0.17412	0.19301
t81	0.26835	0.01714	0.03054	0.02471	0.50864	0.03476	0.05671	0.53785	0.29644	0.10976	0.27279	0.07029	0.09036	0.0604	0.20846	0.16665	0.21257
t82	0.28917	0.0153	0.02683	0.02145	0.54763	0.02561	0.05128	0.52977	0.24795	0.11353	0.27634	0.04734	0.09686	0.06828	0.25016	0.19084	0.19995
t83	0.2057	0.01673	0.01768	0.02038	0.63757	0.01486	0.04079	0.60808	0.21303	0.11434	0.27659	0.02609	0.11687	0.08472	0.26279	0.2325	0.17384
t84	0.22724	0.01504	0.01406	0.01842	0.6736	0.01238	0.03074	0.63176	0.20845	0.11521	0.27599	0.01946	0.12418	0.08756	0.26244	0.24693	0.13705
t85	0.19342	0.01357	0.01298	0.01601	0.69406	0.01046	0.02722	0.59028	0.20754	0.11144	0.27525	0.0231	0.13396	0.0908	0.26173	0.25211	0.11803
t86	0.18958	0.01675	0.01361	0.01743	0.73745	0.0076	0.0266	0.54534	0.20764	0.10824	0.26959	0.02894	0.14985	0.09672	0.25645	0.24849	0.10333
t87	0.19026	0.02318	0.01382	0.01834	0.75871	0.0072	0.0299	0.52138	0.21143	0.11127	0.26682	0.03929	0.19859	0.11654	0.23649	0.27261	0.09244
t88	0.22932	0.02931	0.00933	0.02346	0.75885	0.01063	0.03389	0.50969	0.21379	0.10701	0.25651	0.03862	0.29212	0.17108	0.23912	0.31467	0.11427
t89	0.25591	0.03303	0.00699	0.03216	0.77623	0.01205	0.04242	0.48913	0.20454	0.10063	0.24184	0.02512	0.35683	0.23561	0.25266	0.33072	0.14247
t90	0.20249	0.0316	0.00648	0.03952	0.78291	0.01155	0.05859	0.47022	0.18528	0.10715	0.23047	0.0242	0.41261	0.30351	0.25746	0.32987	0.1672
t91	0.13304	0.02643	0.00812	0.04389	0.78399	0.00688	0.06459	0.45146	0.16463	0.11655	0.22975	0.03672	0.44958	0.3454	0.26705	0.32464	0.19112
t92	0.08649	0.02072	0.00983	0.0482	0.7547	0.00022	0.05994	0.44961	0.15017	0.12199	0.2341	0.05471	0.45643	0.3727	0.27372	0.32137	0.2079
t93	0.06164	0.01696	0.01211	0.05389	0.71415	0.00021	0.05772	0.47002	0.14405	0.12035	0.22861	0.07215	0.4694	0.39025	0.28071	0.30926	0.21712
t94	0.04651	0.01571	0.01547	0.0593	0.66236	0.0003	0.05797	0.47369	0.14328	0.11498	0.2217	0.08612	0.44868	0.38182	0.28745	0.2845	0.20777
t95	0.02956	0.00838	0.03784	0.06028	0.60942	0.00229	0.0601	0.4942	0.15183	0.12237	0.22227	0.09411	0.41378	0.3491	0.29042	0.25773	0.17997
t96	0.02376	0.00819	0.05965	0.06776	0.53788	0.00552	0.06184	0.46022	0.16034	0.12576	0.21025	0.08988	0.38248	0.32706	0.29545	0.23928	0.15962
t97	0.0209	0.0105	0.0631	0.07215	0.45432	0.00809	0.05745	0.4391	0.17469	0.1243	0.19367	0.08016	0.35409	0.32192	0.30819	0.22883	0.14971
t98	0.02192	0.01456	0.05485	0.07723	0.37088	0.00904	0.04852	0.4359	0.19228	0.11965	0.1882	0.07284	0.3199	0.30777	0.31982	0.22157	0.14763
t99	0.0224	0.01764	0.03886	0.08171	0.31128	0.01038	0.04376	0.40232	0.19486	0.11159	0.18598	0.06509	0.29613	0.30946	0.32467	0.21305	0.12873
t100	0.02075	0.01741	0.02384	0.09138	0.25606	0.01043	0.03997	0.35961	0.20016	0.10847	0.17916	0.05684	0.2848	0.31491	0.32433	0.20517	0.12063
t101	0.02277	0.01643	0.01794	0.09799	0.20502	0.00786	0.03608	0.30389	0.1981	0.10727	0.17415	0.05406	0.28032	0.30398	0.31594	0.20349	0.11371
t102	0.02473	0.01994	0.01632	0.10171	0.17016	0.00964	0.03084	0.2728	0.18924	0.10726	0.17162	0.06107	0.28095	0.30509	0.3169	0.19924	0.11479
t103	0.02784	0.02095	0.02054	0.10062	0.1423	0.01245	0.02743	0.25922	0.18506	0.10638	0.17348	0.07283	0.28468	0.27761	0.31596	0.19528	0.10884
t104	0.03405	0.02486	0.02632	0.09733	0.12762	0.01378	0.02495	0.25503	0.17855	0.10272	0.17031	0.07894	0.30296	0.31928	0.30711	0.18508	0.09294
t105	0.04203	0.02469	0.03288	0.09505	0.12292	0.01491	0.0239	0.24438	0.18087	0.09488	0.16135	0.07238	0.31141	0.40387	0.30683	0.17448	0.06498
t106	0.04964	0.01597	0.03018	0.09254	0.10764	0.01231	0.02153	0.20401	0.20925	0.08701	0.15337	0.04547	0.30036	0.34869	0.32	0.18412	0.04571
t107	0.05445	0.0093	0.02939	0.08	0.10437	0.01162	0.0143	0.14974	0.23615	0.08834	0.15032	0.0288	0.2766	0.27701	0.3131	0.18025	0.03195
t108	0.04694	0.00567	0.02428	0.08385	0.09031	0.00965	0.01032	0.1014	0.26578	0.08961	0.14636	0.03508	0.2523	0.23079	0.30038	0.16281	0.02011
t109	0.05137	0.00901	0.02852	0.07995	0.09641	0.00597	0.01078	0.06642	0.30261	0.08697	0.13992	0.04009	0.21853	0.20741	0.28069	0.14223	0.01266
t110	0.05835	0.01255	0.03355	0.07551	0.10923	0.00494	0.01126	0.04942	0.3395	0.08149	0.13116	0.03657	0.17873	0.19792	0.25549	0.11685	0.01024
t111	0.06157	0.02088	0.04055	0.07316	0.12599	0.00486	0.01268	0.03702	0.37062	0.08113	0.12469	0.04098	0.13584	0.18183	0.23133	0.11421	0.0131
t112	0.07128	0.03027	0.04877	0.07922	0.13139	0.00524	0.01632	0.03427	0.34798	0.07971	0.122	0.03781	0.12396	0.21747	0.22625	0.13833	0.02504
t113	0.0752	0.0395	0.05601	0.08959	0.14595	0.0077	0.02324	0.0362	0.32219	0.08181	0.12667	0.02415	0.12776	0.26218	0.22275	0.16575	0.04091
t114	0.07204	0.04535	0.05704	0.08739	0.15837	0.01023	0.03175	0.04349	0.32117	0.08403	0.1269	0.01633	0.13794	0.28731	0.2149	0.18641	0.03839
t115	0.06316	0.05031	0.05487	0.07825	0.1756	0.01285	0.03894	0.04245	0.31796	0.08313	0.12158	0.01984	0.14669	0.30575	0.20754	0.19796	0.05655
t116	0.05792	0.05267	0.05093	0.07005	0.18938	0.01515	0.0449	0.04408	0.28896	0.08363	0.11692	0.02892	0.14703	0.31271	0.19299	0.20016	0.06754
t117	0.05728	0.06347	0.05051	0.06647	0.19035	0.01688	0.04535	0.04711	0.25173	0.08265	0.10751	0.03371	0.15169	0.30823	0.1808	0.19443	0.06862
t118	0.06278	0.07464	0.04626	0.06119	0.18035	0.01735	0.04768	0.04949	0.22874	0.08035	0.10122	0.03267	0.14401	0.27831	0.16483	0.18586	0.06555
t119	0.05014	0.07709	0.0361	0.05174	0.16822	0.01453	0.04402	0.04582	0.19751	0.07841	0.09794	0.03136	0.14159	0.23993	0.14168	0.17606	0.0677
t120	0.0527	0.07375	0.03571	0.05469	0.18171	0.01385	0.0475	0.03701	0.17713	0.07881	0.08932	0.03044	0.14097	0.20597	0.11885	0.17165	0.06549
t121	0.04912	0.07627	0.03736	0.05276	0.20244	0.01247	0.0505	0.02959	0.163	0.07597	0.08347	0.0272	0.14062	0.18187	0.0987	0.16692	0.06239
t122	0.05007	0.07257	0.03588	0.05329	0.23898	0.01226	0.05145	0.02444	0.15337	0.07808	0.08233	0.02315	0.1416	0.16337	0.08162	0.16386	0.05981
t123	0.05264	0.0782	0.03657	0.05164	0.2846	0.01225	0.05419	0.02656	0.14651	0.08615	0.08381	0.01909	0.14077	0.14692	0.06661	0.16224	0.06179
t124	0.06086	0.08809	0.0363	0.05428	0.31939	0.0122	0.05745	0.02821	0.14972	0.09392	0.07997	0.01487	0.13628	0.13848	0.06052	0.16617	0.06684
t125	0.06836	0.10975	0.03995	0.05799	0.31429	0.01264	0.0563	0.03424	0.15292	0.09821	0.07692	0.01311	0.12619	0.1284	0.0596	0.17195	0.07446
t126	0.07316	0.1235	0.04328	0.06174	0.30449	0.01453	0.05902	0.03951	0.17886	0.10272	0.07127	0.01166	0.12208	0.11083	0.05928	0.18046	0.08356
t127	0.07648	0.1349	0.04705	0.06285	0.29667	0.01846	0.06379	0.04176	0.20049	0.10968	0.06926	0.00978	0.11945	0.09145	0.05747	0.18531	0.09278
t128	0.07798	0.14725	0.05065	0.06575	0.29553	0.0234	0.07055	0.04483	0.2328	0.11477	0.06706	0.00884	0.11697	0.06684	0.05121	0.17731	0.10641
t129	0.08051	0.15409	0.06071	0.0665	0.31111	0.02786	0.07453	0.04901	0.28078	0.12381	0.06475	0.00878	0.10314	0.05943	0.04539	0.14668	0.0962
t130	0.07501	0.16337	0.07024	0.06777	0.31522	0.0286	0.07134	0.04321	0.32596	0.12897	0.05958	0.00471	0.1036	0.06527	0.03802	0.12661	0.08597
t131	0.06528	0.16874	0.09044	0.04725	0.32636	0.02826	0.05606	0.03257	0.34272	0.1258	0.0515	0.00034	0.10616	0.06194	0.02774	0.12205	0.07139
t132	0.05996	0.16029	0.08419	0.04529	0.35487	0.02413	0.0516	0.03708	0.34935	0.1345	0.04603	0.00155	0.10409	0.05333	0.02018	0.12406	0.05956
t133	0.05951	0.19138	0.08211	0.04627	0.36026	0.01757	0.05555	0.04377	0.34928	0.14214	0.04057	0.00306	0.10163	0.04422	0.01841	0.12309	0.05202
t134	0.06146	0.21902	0.08791	0.0478	0.33829	0.01778	0.06367	0.04516	0.36028	0.15013	0.03815	0.00485	0.09078	0.03776	0.02186	0.12752	0.05553
t135	0.06409	0.27658	0.10023	0.04893	0.33924	0.01971	0.07212	0.0465	0.35859	0.16498	0.04279	0.0226	0.08975	0.03489	0.03146	0.14432	0.05782
t136	0.06436	0.33268	0.10802	0.05654	0.33291	0.02564	0.08414	0.05307	0.28831	0.18329	0.04543	0.06093	0.11415	0.04359	0.04142	0.16176	0.08909
t137	0.06329	0.37586	0.12249	0.06587	0.34615	0.03419	0.1058	0.07945	0.24022	0.20713	0.04869	0.0911	0.13267	0.0613	0.04713	0.17313	0.11707
t138	0.06003	0.38916	0.12719	0.06989	0.35505	0.04399	0.13232	0.10766	0.22211	0.22838	0.05175	0.09293	0.14701	0.08539	0.04925	0.18632	0.12584
t139	0.04831	0.39227	0.12446	0.06973	0.34948	0.04926	0.14347	0.12404	0.21286	0.24487	0.05212	0.08032	0.15627	0.10965	0.04952	0.19442	0.13173
t140	0.03617	0.40397	0.11995	0.0686	0.34765	0.05193	0.14645	0.13309	0.19992	0.25669	0.05268	0.06881	0.15715	0.1268	0.05043	0.19229	0.14155
t141	0.03047	0.41413	0.11978	0.06773	0.33937	0.05375	0.14415	0.12947	0.17557	0.26287	0.05161	0.05884	0.15383	0.13466	0.05223	0.1791	0.15026
t142	0.02832	0.42024	0.1222	0.06546	0.32052	0.06228	0.1384	0.12417	0.14202	0.26712	0.04984	0.0517	0.15674	0.12985	0.05263	0.16242	0.14657
t143	0.03001	0.50768	0.09927	0.05479	0.30088	0.08735	0.11872	0.12118	0.11736	0.27144	0.04257	0.0533	0.16271	0.11574	0.05315	0.14635	0.13978
t144	0.03526	0.49361	0.09178	0.05588	0.28495	0.08329	0.1297	0.11892	0.10086	0.28174	0.04195	0.05983	0.17001	0.09721	0.05465	0.13079	0.135
t145	0.04032	0.48238	0.08961	0.05432	0.27948	0.07827	0.13881	0.12227	0.10509	0.28644	0.03968	0.06338	0.17752	0.07981	0.05677	0.12183	0.13093
t146	0.04649	0.49071	0.09336	0.05497	0.27496	0.07041	0.14805	0.12021	0.11719	0.27861	0.03764	0.06733	0.18398	0.06452	0.05981	0.12734	0.12292
t147	0.05606	0.53224	0.08789	0.05221	0.28568	0.07146	0.14624	0.1302	0.12347	0.27499	0.03795	0.07105	0.17777	0.05564	0.06209	0.14046	0.11588
t148	0.05851	0.55981	0.0882	0.04892	0.28261	0.0761	0.1479	0.12432	0.13578	0.27247	0.03895	0.07508	0.18085	0.05184	0.06391	0.15083	0.10955
t149	0.06108	0.59422	0.08572	0.04397	0.27918	0.07858	0.14782	0.11474	0.15624	0.27908	0.04045	0.08018	0.18565	0.0584	0.0668	0.15868	0.10635
t150	0.06767	0.62423	0.08413	0.04021	0.26503	0.08415	0.16025	0.10657	0.16997	0.2848	0.04056	0.08346	0.19456	0.07027	0.06935	0.16878	0.10884
t151	0.07519	0.64773	0.07719	0.03814	0.24635	0.09102	0.16727	0.10234	0.18372	0.28781	0.04002	0.08148	0.20669	0.07607	0.06889	0.18218	0.10947
t152	0.08735	0.66987	0.07422	0.03591	0.23329	0.10493	0.17244	0.09982	0.18639	0.29213	0.04032	0.07372	0.21101	0.0961	0.062	0.18458	0.09418
t153	0.09633	0.6771	0.06768	0.0316	0.2201	0.11845	0.17831	0.09524	0.17509	0.30028	0.0406	0.06309	0.17015	0.1065	0.05044	0.15326	0.07571
t154	0.10626	0.67103	0.05473	0.02632	0.20741	0.12456	0.17564	0.07936	0.15773	0.31119	0.04487	0.03997	0.13094	0.10385	0.0443	0.13844	0.06556
t155	0.08872	0.70187	0.04745	0.01666	0.17778	0.11469	0.11366	0.0435	0.14427	0.33256	0.04872	0.01614	0.11886	0.1014	0.04372	0.15111	0.04908
t156	0.09106	0.69979	0.0384	0.01492	0.17114	0.10844	0.12004	0.0385	0.15733	0.33801	0.05221	0.01141	0.11754	0.09641	0.03979	0.15827	0.03214
t157	0.08908	0.7018	0.03425	0.01377	0.15638	0.11151	0.13429	0.03651	0.15774	0.33663	0.0504	0.01494	0.11101	0.08695	0.03627	0.16038	0.02402
t158	0.0858	0.70568	0.0302	0.01506	0.12995	0.12547	0.15148	0.03767	0.16462	0.32806	0.04921	0.00725	0.11149	0.07876	0.03749	0.1698	0.02307
