	at	balt	be	de	dk	es	fr	nl	no	se	uk	CH	CZ	HU	IT	PL	SI
t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.003	0	0
t8	0.00016	0.00017	0	0	0	0	0.00005	0	0	0	0	0.062	0.046	0.108	0.102	0.017	0.085
t9	0.01604	0.01959	0.00076	0.00612	0.0004	0.00535	0.00652	0.00027	0	0.00055	0	0.268	0.192	0.264	0.266	0.05	0.256
t10	0.06623	0.06695	0.0288	0.04792	0.01025	0.05992	0.05789	0.03332	0.00257	0.0107	0.00589	0.42	0.347	0.409	0.406	0.075	0.399
t11	0.1106	0.09595	0.08321	0.08464	0.02868	0.13004	0.13423	0.07883	0.01818	0.02978	0.03765	0.507	0.395	0.473	0.481	0.089	0.464
t12	0.12665	0.10875	0.12215	0.10986	0.06125	0.19118	0.19916	0.10815	0.03704	0.0455	0.06948	0.538	0.368	0.465	0.493	0.091	0.471
t13	0.12654	0.089	0.15967	0.0996	0.07537	0.22403	0.22283	0.11258	0.04414	0.04802	0.08055	0.501	0.288	0.39	0.453	0.074	0.422
t14	0.09933	0.05196	0.17258	0.08172	0.07246	0.23207	0.21894	0.10032	0.03741	0.0358	0.06885	0.407	0.163	0.243	0.357	0.033	0.312
t15	0.05362	0.01216	0.14471	0.05359	0.04835	0.19876	0.18206	0.06991	0.02141	0.01642	0.04556	0.242	0.036	0.062	0.201	0	0.137
t16	0.02067	0.00006	0.08238	0.02141	0.01249	0.14816	0.11386	0.03513	0.00353	0.00199	0.022	0.037	0	0	0.025	0	0
t17	0.00124	0	0.01429	0.00154	0	0.08477	0.04006	0.00327	0	0	0.00364	0	0	0	0	0	0
t18	0	0	0	0	0	0.02551	0.00239	0	0	0	0.00017	0	0	0	0	0	0
t19	0	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0
t20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t31	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.006	0	0
t32	0.00012	0.00014	0	0	0	0	0.00005	0	0	0	0	0.061	0.026	0.122	0.119	0.063	0.04
t33	0.01006	0.01141	0.00104	0.00327	0.00058	0.00432	0.00567	0.00019	0	0.00053	0	0.277	0.12	0.26	0.28	0.201	0.132
t34	0.03489	0.03954	0.03401	0.02566	0.02389	0.06345	0.04319	0.02992	0.0023	0.0106	0.00209	0.437	0.266	0.368	0.411	0.325	0.219
t35	0.07006	0.05585	0.08528	0.05462	0.07818	0.1645	0.0949	0.09655	0.01781	0.02774	0.02214	0.522	0.332	0.426	0.483	0.367	0.262
t36	0.09513	0.06252	0.13782	0.06905	0.11571	0.26584	0.13572	0.1504	0.03696	0.04147	0.05265	0.542	0.359	0.433	0.496	0.341	0.254
t37	0.07769	0.05094	0.16489	0.07999	0.13429	0.32384	0.14757	0.16335	0.04577	0.04152	0.08238	0.503	0.315	0.375	0.454	0.259	0.226
t38	0.06123	0.03113	0.16116	0.06938	0.11775	0.34086	0.14703	0.12818	0.04066	0.03074	0.09821	0.404	0.21	0.247	0.356	0.128	0.146
t39	0.03765	0.00818	0.1243	0.05333	0.06755	0.30937	0.11591	0.07834	0.02203	0.01487	0.0939	0.237	0.058	0.063	0.199	0.013	0.058
t40	0.01468	0.00005	0.06188	0.02285	0.01453	0.23764	0.0811	0.03319	0.00394	0.00216	0.06224	0.035	0	0	0.026	0	0
t41	0.00067	0	0.01075	0.00161	0.00002	0.14003	0.02877	0.00174	0	0	0.01702	0	0	0	0	0	0
t42	0	0	0	0	0	0.0373	0.00195	0	0	0	0.00083	0	0	0	0	0	0
t43	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0
t44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t55	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.003	0	0
t56	0.00026	0.00024	0	0	0	0	0.00004	0	0	0	0	0.066	0.061	0.168	0.102	0.06	0.119
t57	0.03389	0.01445	0.00116	0.00577	0.00012	0.00528	0.00679	0.00024	0	0.00059	0	0.283	0.239	0.33	0.246	0.186	0.308
t58	0.11611	0.04078	0.04333	0.05095	0.00303	0.07555	0.04562	0.03191	0.00167	0.01143	0.00151	0.433	0.394	0.433	0.364	0.289	0.435
t59	0.19626	0.06009	0.11597	0.10341	0.01079	0.18519	0.09326	0.09792	0.0122	0.03053	0.02072	0.516	0.46	0.475	0.429	0.338	0.499
t60	0.25453	0.07053	0.17319	0.14365	0.02482	0.28679	0.13221	0.13603	0.02563	0.04529	0.05858	0.539	0.457	0.46	0.438	0.327	0.506
t61	0.26819	0.06236	0.19794	0.15516	0.03879	0.33737	0.15511	0.16532	0.03329	0.04817	0.08328	0.504	0.394	0.389	0.39	0.256	0.456
t62	0.23489	0.04072	0.18258	0.14111	0.04992	0.34982	0.16131	0.16063	0.03426	0.03664	0.0985	0.408	0.266	0.255	0.295	0.132	0.344
t63	0.15908	0.01169	0.13591	0.09962	0.03825	0.31263	0.13268	0.12299	0.02008	0.01685	0.08609	0.243	0.086	0.07	0.16	0.014	0.162
t64	0.06437	0.00007	0.07123	0.04114	0.00958	0.24318	0.08679	0.06092	0.0041	0.00252	0.05497	0.038	0	0	0.02	0	0.001
t65	0.00292	0	0.01438	0.00284	0.00002	0.14901	0.0334	0.00638	0	0	0.01686	0	0	0	0	0	0
t66	0	0	0	0	0	0.04296	0.00208	0	0	0	0.00086	0	0	0	0	0	0
t67	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0
t68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t79	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.003	0.001	0
t80	0.00035	0.00033	0	0	0	0	0.00006	0	0	0	0	0.066	0.044	0.128	0.113	0.07	0.119
t81	0.04372	0.01977	0.00102	0.00737	0.00045	0.00516	0.00782	0.00031	0	0.00061	0	0.279	0.199	0.289	0.277	0.194	0.282
t82	0.13954	0.05623	0.0308	0.05272	0.01836	0.07561	0.04686	0.03232	0.00287	0.01066	0.003	0.428	0.342	0.433	0.396	0.277	0.416
t83	0.228	0.08176	0.08388	0.10702	0.05559	0.1823	0.10133	0.09611	0.02148	0.02743	0.02421	0.511	0.406	0.504	0.461	0.304	0.495
t84	0.28476	0.08964	0.12038	0.15091	0.08532	0.27961	0.14427	0.14415	0.04419	0.04169	0.05807	0.533	0.408	0.496	0.471	0.285	0.501
t85	0.30242	0.07443	0.1282	0.16535	0.09018	0.33983	0.17169	0.1676	0.05198	0.04134	0.07805	0.497	0.347	0.425	0.428	0.217	0.45
t86	0.26287	0.04679	0.11389	0.14971	0.07655	0.36358	0.17259	0.15926	0.04537	0.03193	0.08658	0.4	0.23	0.283	0.335	0.105	0.339
t87	0.17472	0.01292	0.09168	0.10434	0.05214	0.31824	0.14491	0.10603	0.02609	0.01543	0.0757	0.236	0.066	0.082	0.188	0.01	0.158
t88	0.07089	0.00011	0.04957	0.04709	0.01331	0.25015	0.09691	0.05191	0.00473	0.0023	0.04567	0.037	0	0	0.025	0	0.001
t89	0.00364	0	0.00987	0.00424	0.00005	0.1541	0.03727	0.00572	0	0	0.01221	0	0	0	0	0	0
t90	0	0	0	0	0	0.04768	0.00257	0	0	0	0.00087	0	0	0	0	0	0
t91	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0
t92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.003	0	0
t104	0.00035	0.00025	0	0	0	0	0.00006	0	0	0	0	0.018	0.026	0.06	0.085	0.02	0.095
t105	0.03658	0.01433	0.00085	0.00702	0.00031	0.00614	0.01072	0.00006	0	0.00056	0	0.087	0.106	0.16	0.204	0.069	0.282
t106	0.11631	0.04254	0.02399	0.04994	0.01603	0.09287	0.07904	0.00584	0.00344	0.01038	0.00348	0.147	0.178	0.287	0.293	0.115	0.419
t107	0.17828	0.06608	0.05953	0.10077	0.04503	0.22286	0.17249	0.01856	0.02484	0.02992	0.02745	0.215	0.212	0.375	0.344	0.139	0.483
t108	0.21943	0.07948	0.09755	0.13863	0.07077	0.33579	0.25112	0.01782	0.04721	0.04633	0.06451	0.251	0.199	0.418	0.348	0.131	0.488
t109	0.24645	0.07489	0.11793	0.1479	0.08369	0.41076	0.29213	0.01896	0.05629	0.05177	0.0933	0.237	0.149	0.366	0.308	0.094	0.436
t110	0.20965	0.04774	0.11738	0.13704	0.07461	0.4384	0.28919	0.01521	0.048	0.04046	0.09816	0.175	0.078	0.236	0.229	0.043	0.321
t111	0.15083	0.01413	0.09653	0.10055	0.04749	0.40191	0.24076	0.01461	0.02886	0.02059	0.08489	0.078	0.018	0.062	0.118	0.003	0.14
t112	0.06447	0.00015	0.05508	0.04639	0.01199	0.31855	0.15624	0.00839	0.00525	0.00324	0.05511	0.005	0	0	0.015	0	0.001
t113	0.00398	0	0.01103	0.00435	0.00005	0.19271	0.05746	0.00096	0	0	0.01668	0	0	0	0	0	0
t114	0	0	0	0	0	0.05759	0.0033	0	0	0	0.00116	0	0	0	0	0	0
t115	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0
t116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0	0
t128	0.00035	0.00021	0	0	0	0	0.00007	0	0	0	0	0.006	0.005	0.052	0.045	0.021	0.017
t129	0.03604	0.0143	0.00141	0.00541	0.00035	0.00634	0.01082	0.00009	0	0.00082	0	0.059	0.021	0.126	0.126	0.067	0.039
t130	0.11617	0.04579	0.04136	0.03809	0.01775	0.09642	0.0832	0.00913	0.002	0.01314	0.00499	0.139	0.038	0.156	0.199	0.107	0.051
t131	0.18934	0.06856	0.10488	0.07552	0.06238	0.22884	0.18464	0.02429	0.0123	0.03677	0.02741	0.203	0.049	0.132	0.248	0.13	0.06
t132	0.24565	0.07813	0.1483	0.10149	0.09521	0.34478	0.26287	0.04146	0.0215	0.05454	0.05603	0.24	0.054	0.089	0.269	0.13	0.062
t133	0.24282	0.06404	0.15911	0.1114	0.11216	0.41845	0.30083	0.04824	0.02578	0.05673	0.07217	0.222	0.047	0.046	0.256	0.096	0.052
t134	0.20555	0.03665	0.14298	0.09998	0.1045	0.44014	0.29968	0.05609	0.02184	0.04479	0.06482	0.161	0.031	0.017	0.202	0.042	0.036
t135	0.13433	0.0106	0.10991	0.06923	0.07117	0.40512	0.24848	0.06125	0.01263	0.0208	0.05045	0.082	0.008	0.001	0.099	0.003	0.014
t136	0.05878	0.00012	0.06437	0.03084	0.01964	0.31603	0.16211	0.03282	0.00176	0.00322	0.02601	0.009	0	0	0.01	0	0
t137	0.00388	0	0.01339	0.00322	0.00008	0.19048	0.05977	0.00482	0	0	0.00627	0	0	0	0	0	0
t138	0	0	0	0	0	0.0558	0.00347	0	0	0	0.00077	0	0	0	0	0	0
t139	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0
t140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.002	0	0
t152	0.0003	0.0002	0	0	0	0	0.00007	0	0	0	0	0.01	0.012	0.123	0.045	0.011	0.055
t153	0.02884	0.01132	0.00106	0.00935	0.00074	0.00532	0.0099	0.00013	0	0.00081	0	0.086	0.052	0.298	0.13	0.03	0.119
t154	0.09897	0.03464	0.03588	0.06495	0.03381	0.07659	0.06886	0.01381	0.00295	0.0122	0.00555	0.137	0.096	0.394	0.222	0.044	0.095
t155	0.16395	0.05362	0.09736	0.13148	0.10076	0.18519	0.14581	0.03725	0.01592	0.03385	0.0358	0.173	0.105	0.391	0.337	0.046	0.098
t156	0.22153	0.06861	0.14042	0.18419	0.15024	0.28286	0.20542	0.05625	0.03129	0.05018	0.08049	0.186	0.097	0.298	0.383	0.039	0.13
t157	0.23769	0.06089	0.15979	0.19914	0.16594	0.35295	0.23516	0.06989	0.04032	0.05337	0.11285	0.169	0.073	0.171	0.35	0.027	0.154
t158	0.21972	0.0392	0.14484	0.1849	0.14451	0.37226	0.23545	0.0893	0.03816	0.04097	0.12481	0.13	0.042	0.063	0.253	0.011	0.096
t159	0.16227	0.01173	0.09798	0.13015	0.09117	0.34068	0.19324	0.07643	0.02366	0.02141	0.10169	0.062	0.009	0.007	0.137	0	0.036
t160	0.06767	0.0002	0.05588	0.05813	0.02488	0.26259	0.12667	0.0435	0.00576	0.00363	0.06603	0.009	0	0	0.02	0	0
t161	0.00482	0	0.01287	0.00529	0.0001	0.15971	0.04366	0.00576	0	0	0.02101	0	0	0	0	0	0
t162	0	0	0	0	0	0.04805	0.00266	0	0	0	0.00101	0	0	0	0	0	0
t163	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0
t164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.004	0	0
t176	0.00043	0.00033	0	0	0	0	0.00005	0	0	0	0	0.021	0.014	0.124	0.115	0.023	0.086
t177	0.04147	0.02384	0.00111	0.00966	0.00073	0.00461	0.0051	0.00017	0	0.00088	0	0.087	0.055	0.313	0.277	0.075	0.237
t178	0.12604	0.0741	0.03556	0.06854	0.0283	0.0578	0.03921	0.01718	0.00298	0.01412	0.0031	0.151	0.097	0.418	0.393	0.146	0.348
t179	0.18978	0.11602	0.10124	0.13569	0.08279	0.1308	0.09484	0.04316	0.01674	0.04224	0.02082	0.225	0.104	0.453	0.456	0.191	0.413
t180	0.24515	0.13114	0.17139	0.1824	0.12335	0.20605	0.13916	0.07899	0.03025	0.06656	0.05154	0.258	0.085	0.424	0.47	0.173	0.404
t181	0.24924	0.11582	0.2196	0.19781	0.13615	0.25042	0.16422	0.088	0.03578	0.07002	0.07436	0.243	0.054	0.329	0.433	0.114	0.324
t182	0.22914	0.07607	0.2148	0.17905	0.12027	0.25244	0.16598	0.07381	0.0295	0.05476	0.08107	0.2	0.023	0.187	0.346	0.046	0.218
t183	0.16243	0.02438	0.15839	0.12464	0.07482	0.23294	0.13823	0.05377	0.01701	0.02839	0.07088	0.12	0.002	0.037	0.209	0.002	0.09
t184	0.06946	0.0004	0.08728	0.05627	0.02087	0.17177	0.09085	0.02862	0.00304	0.00501	0.04872	0.023	0	0	0.036	0	0.001
t185	0.00586	0	0.0174	0.00494	0.00012	0.10444	0.03414	0.00437	0	0	0.01672	0	0	0	0	0	0
t186	0	0	0	0	0	0.03091	0.00199	0	0	0	0.00117	0	0	0	0	0	0
t187	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0
t188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0.001
t200	0.00037	0.00044	0	0	0	0	0.00008	0	0	0	0	0.073	0.006	0.045	0.119	0.003	0.131
t201	0.04259	0.02572	0.00168	0.00929	0.0009	0.00362	0.0095	0.00012	0	0.00129	0	0.28	0.036	0.126	0.267	0.019	0.289
t202	0.13689	0.07781	0.04237	0.06396	0.03225	0.04528	0.06289	0.00954	0.00212	0.01803	0.00518	0.423	0.076	0.197	0.39	0.04	0.403
t203	0.23045	0.11662	0.08829	0.12747	0.09296	0.109	0.13753	0.0263	0.01251	0.04729	0.03037	0.503	0.098	0.231	0.45	0.052	0.464
t204	0.27782	0.1283	0.12343	0.17705	0.13716	0.17997	0.19734	0.03384	0.02369	0.06909	0.06449	0.525	0.101	0.215	0.459	0.054	0.469
t205	0.30096	0.11565	0.11214	0.18982	0.14843	0.22999	0.23232	0.04488	0.02611	0.07062	0.09268	0.49	0.076	0.161	0.423	0.039	0.419
t206	0.26895	0.07538	0.08847	0.16271	0.12365	0.2482	0.22769	0.04475	0.02254	0.05604	0.1021	0.394	0.041	0.093	0.333	0.016	0.309
t207	0.18741	0.02588	0.05383	0.11009	0.07251	0.23433	0.18666	0.03349	0.01269	0.02882	0.09023	0.234	0.007	0.024	0.188	0.001	0.137
t208	0.08284	0.00051	0.03025	0.04813	0.01863	0.18223	0.11985	0.02004	0.00193	0.00493	0.05927	0.044	0	0	0.03	0	0.001
t209	0.00658	0	0.00642	0.00439	0.00009	0.11438	0.04487	0.00349	0	0	0.02115	0	0	0	0	0	0
t210	0	0	0	0	0	0.03787	0.00217	0	0	0	0.00128	0	0	0	0	0	0
t211	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0
t212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0
t224	0.00035	0.00048	0	0	0	0	0.00005	0	0	0	0	0.058	0.015	0.019	0.086	0.013	0.023
t225	0.02867	0.02399	0.00069	0.00904	0.00025	0.00458	0.00438	0.00008	0	0.00119	0	0.214	0.066	0.053	0.2	0.034	0.113
t226	0.09296	0.06921	0.0194	0.06576	0.00856	0.06626	0.04154	0.01071	0.00141	0.01692	0.0074	0.325	0.113	0.084	0.293	0.055	0.236
t227	0.15142	0.10147	0.05822	0.1327	0.02048	0.16469	0.09992	0.04581	0.01263	0.04426	0.04044	0.39	0.132	0.114	0.366	0.074	0.352
t228	0.20565	0.10962	0.07956	0.1802	0.03487	0.2692	0.14061	0.09055	0.02505	0.06545	0.08264	0.406	0.124	0.121	0.393	0.079	0.399
t229	0.19924	0.09773	0.09644	0.19891	0.04184	0.34553	0.15452	0.10823	0.03229	0.06872	0.10975	0.367	0.094	0.109	0.373	0.066	0.352
t230	0.17644	0.06325	0.10242	0.18224	0.03705	0.38012	0.15036	0.07287	0.02921	0.05583	0.11995	0.274	0.054	0.071	0.297	0.031	0.252
t231	0.11988	0.02125	0.10377	0.12588	0.02821	0.35587	0.12271	0.05946	0.0182	0.03025	0.10282	0.138	0.013	0.018	0.17	0.002	0.099
t232	0.05186	0.00047	0.07388	0.05624	0.00951	0.28925	0.08284	0.03037	0.0041	0.00573	0.0704	0.018	0	0	0.028	0	0
t233	0.0041	0	0.0189	0.00542	0.0001	0.17929	0.03412	0.00432	0	0	0.02518	0	0	0	0	0	0
t234	0	0	0	0	0	0.05752	0.00301	0	0	0	0.00136	0	0	0	0	0	0
t235	0	0	0	0	0	0.00147	0	0	0	0	0	0	0	0	0	0	0
t236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.005	0	0
t248	0.00045	0.0004	0	0	0	0	0.00009	0	0	0	0	0.035	0.024	0.044	0.077	0.006	0.046
t249	0.03811	0.01533	0.00184	0.00805	0.00038	0.00498	0.0072	0.00026	0	0.00069	0	0.178	0.093	0.123	0.195	0.034	0.176
t250	0.11733	0.04994	0.04322	0.05557	0.01071	0.06254	0.05605	0.01743	0.00106	0.01265	0.00824	0.321	0.217	0.216	0.305	0.087	0.326
t251	0.18875	0.07509	0.10608	0.11215	0.02688	0.1508	0.12476	0.04718	0.00959	0.03826	0.04468	0.432	0.35	0.283	0.381	0.158	0.405
t252	0.22418	0.09195	0.14675	0.15525	0.03852	0.23218	0.17643	0.07446	0.0211	0.05954	0.08742	0.485	0.415	0.327	0.404	0.192	0.413
t253	0.21876	0.08469	0.18281	0.16981	0.03761	0.30299	0.20931	0.07068	0.02584	0.06272	0.11125	0.464	0.394	0.315	0.375	0.153	0.373
t254	0.17537	0.0606	0.18068	0.1513	0.03021	0.32874	0.21212	0.06421	0.02171	0.04844	0.10937	0.368	0.28	0.229	0.294	0.071	0.253
t255	0.11714	0.02232	0.14783	0.11164	0.01698	0.3093	0.17876	0.05396	0.01522	0.02514	0.08551	0.205	0.098	0.069	0.165	0.007	0.101
t256	0.05382	0.00062	0.08352	0.05367	0.00691	0.24076	0.12112	0.03331	0.00536	0.00437	0.05808	0.035	0	0	0.028	0	0.001
