	at	balt	be	de	dk	es	fr	nl	no	se	uk	CH	CZ	HU	IT	PL	SI
t1843	0.00065	0	0.02539	0.0031	0.00396	0.07442	0.01824	0.00779	0.00405	0.0003	0.0603	0	0	0	0	0	0
t1844	0	0	0	0	0	0.00469	0.00035	0	0.00447	0	0.00213	0	0	0	0	0	0
t1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
t1854	0	0.00609	0	0	0	0	0	0	0.00177	0.00032	0	0.004	0.049	0.013	0.011	0.088	0.005
t1855	0.01367	0.07933	0.0009	0.00756	0.00694	0	0.00132	0.00027	0.0119	0.02041	0	0.132	0.22	0.084	0.105	0.239	0.037
t1856	0.06268	0.19722	0.06444	0.06586	0.08554	0.01534	0.03036	0.01153	0.0616	0.09031	0.01257	0.323	0.405	0.225	0.239	0.386	0.063
t1857	0.13009	0.30777	0.21098	0.15114	0.20501	0.11302	0.10152	0.03938	0.13045	0.18238	0.09961	0.508	0.549	0.375	0.353	0.502	0.104
t1858	0.2083	0.39499	0.35996	0.22493	0.32764	0.25523	0.17725	0.04986	0.1987	0.26979	0.21432	0.645	0.646	0.45	0.429	0.581	0.156
t1859	0.31361	0.43368	0.48273	0.26353	0.41857	0.40658	0.24999	0.07217	0.25657	0.34266	0.32493	0.708	0.692	0.482	0.471	0.608	0.217
t1860	0.38633	0.42747	0.55369	0.26638	0.47422	0.54282	0.3296	0.11379	0.28669	0.37958	0.40798	0.733	0.687	0.483	0.479	0.589	0.308
t1861	0.38368	0.37856	0.58794	0.27622	0.49515	0.63655	0.36021	0.13058	0.29224	0.38701	0.4576	0.702	0.634	0.45	0.432	0.523	0.324
t1862	0.36041	0.29789	0.57961	0.26193	0.46751	0.67223	0.37165	0.15103	0.27597	0.35672	0.45945	0.623	0.535	0.375	0.359	0.418	0.209
t1863	0.30413	0.23496	0.51303	0.2205	0.39707	0.64206	0.34073	0.1428	0.23445	0.29635	0.43393	0.498	0.392	0.26	0.258	0.279	0.129
t1864	0.20558	0.14373	0.40586	0.18115	0.29496	0.54965	0.25863	0.11028	0.17203	0.21393	0.37433	0.328	0.216	0.116	0.142	0.129	0.066
t1865	0.12443	0.07034	0.27468	0.11091	0.17847	0.42545	0.17967	0.08919	0.10101	0.11849	0.27272	0.132	0.045	0.009	0.037	0.014	0.012
t1866	0.03612	0.00631	0.14009	0.04687	0.06881	0.26656	0.09569	0.0408	0.03674	0.03138	0.16089	0.003	0	0	0	0	0
t1867	0.00066	0	0.02572	0.00354	0.00436	0.10618	0.02408	0.00783	0.00455	0.00044	0.05701	0	0	0	0	0	0
t1868	0	0	0	0	0	0.00664	0.00047	0	0.00508	0	0.0025	0	0	0	0	0	0
t1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
t1878	0	0.0071	0	0	0	0	0	0	0.0021	0.00049	0	0.006	0.042	0.024	0.012	0.075	0.002
t1879	0.0167	0.08304	0.00138	0.00714	0.00832	0	0.0014	0.00147	0.01271	0.02403	0	0.145	0.184	0.07	0.101	0.22	0.03
t1880	0.08475	0.19911	0.07344	0.06139	0.09235	0.02071	0.03406	0.04554	0.0626	0.10399	0.0165	0.344	0.32	0.121	0.237	0.366	0.075
t1881	0.17349	0.32141	0.22046	0.15109	0.21629	0.14958	0.11084	0.14384	0.13047	0.19441	0.11456	0.519	0.423	0.154	0.365	0.485	0.131
t1882	0.28965	0.40941	0.37116	0.25183	0.3398	0.32277	0.19123	0.2477	0.19678	0.27642	0.24454	0.64	0.489	0.168	0.463	0.569	0.183
t1883	0.38574	0.44302	0.49744	0.32152	0.43177	0.49161	0.26182	0.34553	0.24643	0.34991	0.34526	0.701	0.517	0.18	0.526	0.613	0.236
t1884	0.45699	0.43627	0.58462	0.37309	0.49382	0.63306	0.30593	0.41822	0.26933	0.38807	0.42984	0.707	0.499	0.179	0.53	0.598	0.27
t1885	0.48185	0.39326	0.61521	0.38747	0.51266	0.71946	0.3397	0.4495	0.27405	0.39991	0.4864	0.66	0.443	0.171	0.458	0.521	0.298
t1886	0.45208	0.33047	0.60398	0.36868	0.48937	0.74408	0.326	0.46712	0.26197	0.37044	0.49031	0.552	0.368	0.141	0.343	0.396	0.277
t1887	0.39812	0.24381	0.53197	0.31316	0.4252	0.7022	0.28835	0.42196	0.22442	0.30878	0.45005	0.38	0.263	0.093	0.239	0.248	0.202
t1888	0.31689	0.15307	0.42793	0.23427	0.32788	0.61213	0.22455	0.33337	0.16863	0.21861	0.38257	0.196	0.138	0.041	0.134	0.105	0.093
t1889	0.18913	0.07715	0.29054	0.14098	0.20552	0.47319	0.16216	0.22596	0.10158	0.12093	0.27193	0.057	0.029	0.002	0.033	0.009	0.018
t1890	0.06432	0.00732	0.15115	0.05732	0.08297	0.30318	0.09517	0.11033	0.0396	0.03392	0.16234	0	0	0	0	0	0
t1891	0.00119	0	0.02986	0.00431	0.00582	0.12318	0.02278	0.01905	0.00515	0.00058	0.05886	0	0	0	0	0	0
t1892	0	0	0	0	0	0.00879	0.00046	0	0.00908	0	0.00319	0	0	0	0	0	0
t1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1901	0	0	0	0	0	0	0	0	0.00009	0	0	0	0	0	0	0	0
t1902	0.00002	0.00678	0	0	0	0	0	0	0.00181	0.00056	0	0.001	0.006	0.024	0.011	0.022	0.005
t1903	0.03382	0.06044	0.00184	0.00999	0.00985	0.00001	0.00125	0.00256	0.01346	0.02641	0	0.064	0.049	0.081	0.085	0.092	0.04
t1904	0.16409	0.12377	0.07192	0.07711	0.09404	0.02427	0.03327	0.07403	0.06644	0.09938	0.01707	0.249	0.145	0.146	0.196	0.232	0.098
t1905	0.32502	0.19933	0.21284	0.17017	0.20714	0.16519	0.10841	0.21014	0.13699	0.18398	0.10793	0.435	0.284	0.21	0.313	0.358	0.134
t1906	0.48946	0.24213	0.36884	0.27033	0.32048	0.34833	0.1865	0.34794	0.20481	0.26536	0.2353	0.53	0.399	0.243	0.403	0.454	0.139
t1907	0.58937	0.27778	0.50131	0.34819	0.39959	0.50664	0.25786	0.46151	0.25697	0.33628	0.34807	0.586	0.428	0.224	0.446	0.495	0.154
t1908	0.63405	0.26864	0.58619	0.39601	0.45687	0.64005	0.30894	0.53947	0.28918	0.37395	0.42224	0.61	0.341	0.198	0.437	0.461	0.154
t1909	0.6307	0.24703	0.62462	0.41399	0.47229	0.72155	0.32831	0.56883	0.29522	0.38559	0.47717	0.608	0.275	0.167	0.398	0.345	0.135
t1910	0.56882	0.20582	0.61237	0.39668	0.43151	0.7442	0.32348	0.55261	0.27882	0.3585	0.4828	0.558	0.226	0.117	0.33	0.207	0.107
t1911	0.44864	0.15804	0.54986	0.36219	0.34408	0.70227	0.28187	0.48962	0.23886	0.29844	0.47096	0.444	0.171	0.065	0.241	0.099	0.071
t1912	0.35941	0.09964	0.44725	0.27346	0.26593	0.6109	0.24752	0.39347	0.17776	0.21844	0.38417	0.285	0.104	0.022	0.139	0.038	0.033
t1913	0.21813	0.04567	0.31127	0.1794	0.16612	0.47229	0.17928	0.27223	0.1113	0.1234	0.28083	0.103	0.026	0	0.044	0.003	0.003
t1914	0.0739	0.00516	0.16056	0.07931	0.06842	0.29966	0.10523	0.13538	0.04548	0.03589	0.16852	0.002	0	0	0.001	0	0
t1915	0.00164	0	0.03223	0.00711	0.00459	0.12068	0.03032	0.02487	0.00476	0.00069	0.06647	0	0	0	0	0	0
t1916	0	0	0	0	0	0.00956	0.00075	0	0.00153	0	0.00379	0	0	0	0	0	0
t1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1925	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0
t1926	0.00002	0.00874	0	0	0	0	0	0	0.00285	0.00087	0	0.004	0.047	0.026	0.019	0.044	0.023
t1927	0.03673	0.07611	0.00172	0.01353	0.00545	0.00001	0.00207	0.003	0.01767	0.03441	0.00003	0.068	0.179	0.105	0.144	0.16	0.156
t1928	0.16108	0.16856	0.03747	0.09434	0.04143	0.02684	0.05051	0.07286	0.06612	0.12808	0.01857	0.147	0.302	0.217	0.305	0.308	0.359
t1929	0.30207	0.27076	0.08732	0.20665	0.10407	0.17493	0.16402	0.18592	0.12919	0.22822	0.107	0.24	0.381	0.343	0.442	0.447	0.532
t1930	0.44824	0.36168	0.16407	0.33542	0.1734	0.36384	0.2882	0.31945	0.19162	0.3178	0.21771	0.322	0.416	0.461	0.536	0.526	0.636
t1931	0.53629	0.43558	0.24706	0.44446	0.22246	0.52449	0.3943	0.41769	0.2432	0.37837	0.32055	0.393	0.448	0.545	0.59	0.567	0.684
t1932	0.56164	0.47348	0.30596	0.52198	0.27462	0.65427	0.4561	0.48004	0.2775	0.41007	0.39507	0.458	0.47	0.578	0.6	0.56	0.684
t1933	0.55358	0.47747	0.33041	0.55384	0.33009	0.7336	0.48479	0.50423	0.28842	0.40872	0.42856	0.473	0.436	0.567	0.558	0.503	0.63
t1934	0.47722	0.41357	0.30666	0.5318	0.34393	0.75468	0.48036	0.46908	0.27751	0.38075	0.4003	0.439	0.343	0.49	0.471	0.397	0.532
t1935	0.41187	0.31148	0.27562	0.46348	0.29795	0.71294	0.42327	0.39888	0.23648	0.31756	0.37359	0.351	0.214	0.36	0.348	0.249	0.414
t1936	0.29762	0.20188	0.20798	0.36376	0.24475	0.61951	0.31447	0.29128	0.17832	0.22996	0.31271	0.232	0.102	0.191	0.202	0.103	0.237
t1937	0.15886	0.08903	0.15454	0.23202	0.1511	0.47935	0.21439	0.16777	0.11024	0.13206	0.22519	0.091	0.023	0.027	0.064	0.009	0.051
t1938	0.0556	0.00997	0.08171	0.09783	0.06329	0.31002	0.11367	0.05352	0.04438	0.04112	0.13956	0.002	0	0	0.001	0	0
t1939	0.00137	0	0.0177	0.00909	0.00579	0.12921	0.03143	0.00786	0.00514	0.00099	0.05732	0	0	0	0	0	0
t1940	0	0	0	0	0	0.0106	0.00071	0	0.00618	0	0.00357	0	0	0	0	0	0
t1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1949	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0.001	0	0.001	0
t1950	0.00003	0.01101	0	0	0	0	0	0	0.00326	0.00059	0	0.004	0.014	0.06	0.023	0.035	0.047
t1951	0.01849	0.08885	0.00249	0.01591	0.01023	0.00001	0.00271	0.00324	0.02196	0.02705	0.00002	0.048	0.077	0.174	0.158	0.128	0.192
t1952	0.09367	0.19588	0.05633	0.11031	0.062	0.02913	0.04946	0.05481	0.07475	0.09282	0.01194	0.166	0.145	0.281	0.321	0.23	0.346
t1953	0.21704	0.31177	0.15421	0.23616	0.16183	0.18109	0.14664	0.13944	0.14254	0.16765	0.06288	0.323	0.198	0.361	0.458	0.315	0.471
t1954	0.32657	0.40669	0.26397	0.34713	0.29691	0.36944	0.24651	0.24382	0.20485	0.24484	0.12844	0.486	0.259	0.41	0.553	0.347	0.549
t1955	0.40492	0.43363	0.27305	0.42579	0.38226	0.53044	0.33943	0.34015	0.25036	0.30557	0.18628	0.581	0.281	0.437	0.591	0.333	0.573
t1956	0.45438	0.42734	0.2847	0.47458	0.39011	0.65955	0.40592	0.38842	0.28275	0.3456	0.2369	0.62	0.294	0.408	0.58	0.295	0.534
t1957	0.46616	0.40739	0.23494	0.47619	0.38263	0.74019	0.43033	0.45735	0.28944	0.35918	0.27053	0.611	0.312	0.329	0.539	0.24	0.457
t1958	0.43354	0.35298	0.27785	0.43471	0.35243	0.76038	0.44388	0.48813	0.27066	0.33249	0.26809	0.556	0.275	0.221	0.457	0.18	0.334
t1959	0.35522	0.28003	0.20136	0.35969	0.27089	0.71765	0.37296	0.43385	0.22917	0.27914	0.24593	0.439	0.201	0.119	0.346	0.118	0.185
t1960	0.2592	0.16479	0.13674	0.25268	0.21892	0.62453	0.31639	0.38885	0.1708	0.20205	0.2191	0.301	0.108	0.048	0.212	0.054	0.074
t1961	0.15307	0.07341	0.08566	0.1524	0.13633	0.48625	0.21484	0.27918	0.10812	0.1179	0.16407	0.13	0.025	0.004	0.075	0.007	0.014
t1962	0.05498	0.00951	0.04992	0.06459	0.05158	0.31606	0.11203	0.14021	0.04356	0.03885	0.10607	0.005	0	0	0.002	0	0
t1963	0.00173	0	0.00899	0.00599	0.00587	0.13326	0.03249	0.02786	0.00521	0.00111	0.0438	0	0	0	0	0	0
t1964	0	0	0.00002	0	0	0.01145	0.00085	0	0.00706	0	0.00403	0	0	0	0	0	0
t1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1973	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0.002	0
t1974	0.00005	0.01388	0	0	0	0	0	0	0.00452	0.0014	0	0.011	0.065	0.088	0.028	0.075	0.069
t1975	0.01778	0.09722	0.00296	0.0159	0.01011	0.00002	0.00206	0.00524	0.02572	0.03945	0.00005	0.103	0.214	0.262	0.169	0.22	0.244
t1976	0.07297	0.2031	0.05655	0.10218	0.06959	0.0302	0.04239	0.08496	0.08255	0.12176	0.01341	0.244	0.359	0.443	0.34	0.355	0.418
t1977	0.13904	0.31635	0.14497	0.2288	0.13983	0.17961	0.1298	0.21083	0.14787	0.22228	0.0667	0.322	0.433	0.585	0.494	0.44	0.57
t1978	0.21653	0.41208	0.2535	0.34854	0.22839	0.36513	0.24147	0.33619	0.2175	0.31279	0.13611	0.321	0.435	0.677	0.601	0.442	0.673
t1979	0.2791	0.47561	0.33355	0.43702	0.27505	0.52279	0.34559	0.42393	0.26845	0.38439	0.18324	0.428	0.398	0.721	0.653	0.404	0.728
t1980	0.3096	0.47316	0.40686	0.49731	0.33676	0.64837	0.42237	0.49455	0.29741	0.41917	0.23654	0.575	0.321	0.716	0.654	0.35	0.734
t1981	0.32675	0.42648	0.44722	0.48635	0.37665	0.72851	0.45006	0.50531	0.30281	0.41827	0.25912	0.56	0.257	0.665	0.609	0.288	0.693
t1982	0.30249	0.34735	0.45349	0.45841	0.40041	0.74439	0.44967	0.48938	0.27896	0.3906	0.246	0.467	0.192	0.565	0.53	0.202	0.605
t1983	0.28095	0.25959	0.40186	0.40477	0.35433	0.70448	0.39045	0.41742	0.23912	0.32825	0.21389	0.362	0.12	0.412	0.413	0.11	0.465
t1984	0.18088	0.17258	0.35851	0.30321	0.27326	0.61101	0.2948	0.28411	0.18184	0.24019	0.17624	0.224	0.063	0.205	0.256	0.04	0.254
t1985	0.10991	0.08431	0.27803	0.20068	0.18755	0.47397	0.20029	0.16245	0.11142	0.14021	0.12813	0.082	0.018	0.025	0.086	0.002	0.07
t1986	0.03971	0.01171	0.14873	0.08828	0.08091	0.3083	0.10439	0.06668	0.04833	0.04684	0.07863	0.003	0	0	0.001	0	0
t1987	0.00163	0	0.03625	0.00958	0.00955	0.12907	0.02873	0.01129	0.00657	0.00161	0.0312	0	0	0	0	0	0
t1988	0	0	0.00004	0	0	0.01166	0.00077	0	0.00884	0	0.00254	0	0	0	0	0	0
t1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1997	0	0	0	0	0	0	0	0	0.00038	0	0	0	0	0.001	0	0.001	0
t1998	0.00011	0.01621	0	0.00002	0.00003	0	0	0	0.00551	0.00205	0	0.015	0.017	0.066	0.042	0.056	0.053
t1999	0.03322	0.10082	0.00114	0.02186	0.01959	0.00004	0.0041	0.00495	0.02966	0.04345	0.00003	0.162	0.077	0.208	0.208	0.167	0.187
t2000	0.11796	0.20768	0.02183	0.12536	0.12425	0.03186	0.07011	0.06297	0.09059	0.13226	0.00706	0.333	0.171	0.372	0.391	0.283	0.352
t2001	0.21374	0.32076	0.04466	0.26084	0.25686	0.17643	0.18648	0.13743	0.16122	0.22318	0.03778	0.479	0.304	0.508	0.537	0.398	0.518
t2002	0.34373	0.42623	0.14271	0.39404	0.38122	0.36076	0.31336	0.21179	0.23668	0.31257	0.08736	0.583	0.433	0.614	0.637	0.463	0.627
t2003	0.42331	0.48453	0.20563	0.49513	0.47024	0.51896	0.41478	0.25879	0.28853	0.37755	0.13943	0.619	0.507	0.65	0.691	0.479	0.681
t2004	0.48523	0.49565	0.26559	0.56369	0.5303	0.64949	0.50336	0.27993	0.31961	0.41543	0.21948	0.609	0.539	0.614	0.697	0.443	0.688
t2005	0.47613	0.45684	0.25866	0.58343	0.53607	0.7228	0.53292	0.35433	0.31802	0.41664	0.30092	0.578	0.53	0.529	0.66	0.388	0.649
t2006	0.47238	0.36069	0.31602	0.54753	0.50611	0.74603	0.52625	0.37447	0.30122	0.38172	0.3713	0.511	0.456	0.439	0.578	0.314	0.564
t2007	0.40607	0.26641	0.3129	0.46287	0.43858	0.70562	0.46818	0.3367	0.25393	0.31662	0.38876	0.41	0.323	0.334	0.451	0.216	0.435
t2008	0.29619	0.17008	0.27688	0.34576	0.33456	0.61629	0.38307	0.29615	0.1918	0.23067	0.35707	0.245	0.154	0.181	0.287	0.105	0.268
t2009	0.16378	0.07922	0.21224	0.21724	0.21995	0.47455	0.27019	0.20799	0.12287	0.13638	0.308	0.096	0.035	0.032	0.106	0.015	0.085
t2010	0.05485	0.01137	0.09363	0.09666	0.09872	0.31196	0.15285	0.10959	0.05369	0.04838	0.20409	0.005	0	0	0.002	0	0
t2011	0.00249	0	0.02727	0.01147	0.0113	0.13398	0.04602	0.02621	0.008	0.00196	0.09174	0	0	0	0	0	0
t2012	0	0	0.00009	0	0	0.01288	0.0014	0.00003	0.00334	0	0.00849	0	0	0	0	0	0
t2013	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0	0	0
t2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2021	0	0	0	0	0	0	0	0	0.00053	0	0	0	0	0.002	0	0.002	0
t2022	0.00013	0.01885	0	0.00004	0.00014	0	0	0	0.00693	0.00239	0	0.019	0.046	0.091	0.046	0.052	0.056
t2023	0.02474	0.11361	0.00428	0.02489	0.01299	0.00005	0.00424	0.00356	0.03168	0.04451	0.00016	0.181	0.188	0.258	0.213	0.14	0.209
t2024	0.10859	0.2427	0.04163	0.13834	0.05924	0.03127	0.08209	0.04071	0.09072	0.13623	0.02116	0.369	0.426	0.427	0.39	0.3	0.367
t2025	0.19884	0.36245	0.1043	0.28172	0.11671	0.17183	0.22424	0.10808	0.1639	0.23548	0.08352	0.539	0.577	0.564	0.532	0.435	0.509
t2026	0.28359	0.46408	0.13195	0.41699	0.16014	0.34726	0.37301	0.16066	0.23691	0.32943	0.14351	0.656	0.667	0.656	0.629	0.552	0.61
t2027	0.35359	0.51517	0.15032	0.51065	0.19435	0.50236	0.4904	0.26227	0.2904	0.40641	0.2241	0.721	0.708	0.702	0.683	0.602	0.667
t2028	0.39694	0.54146	0.11945	0.573	0.22667	0.62973	0.58648	0.34828	0.31743	0.4597	0.3001	0.737	0.703	0.699	0.692	0.586	0.667
t2029	0.40235	0.51704	0.11182	0.59011	0.31508	0.70463	0.62434	0.3801	0.32619	0.46471	0.34587	0.705	0.653	0.648	0.652	0.533	0.625
t2030	0.35701	0.44161	0.10643	0.55033	0.31518	0.71721	0.62247	0.42702	0.30633	0.43305	0.33873	0.63	0.557	0.55	0.57	0.444	0.533
t2031	0.32374	0.33846	0.09296	0.4601	0.33451	0.66757	0.56283	0.39476	0.26403	0.36585	0.33282	0.509	0.417	0.408	0.445	0.319	0.412
t2032	0.24546	0.21271	0.06873	0.34343	0.27199	0.58505	0.44358	0.32507	0.20607	0.27204	0.26402	0.343	0.246	0.226	0.282	0.171	0.252
t2033	0.14771	0.09543	0.04272	0.21646	0.18625	0.45466	0.32487	0.21942	0.13073	0.16344	0.19408	0.147	0.071	0.044	0.102	0.035	0.08
t2034	0.05138	0.01455	0.02291	0.09366	0.08685	0.30381	0.19115	0.11159	0.05726	0.05819	0.11634	0.009	0	0	0.002	0	0
t2035	0.00223	0	0.00545	0.01181	0.01175	0.13396	0.05809	0.02752	0.0099	0.00278	0.04936	0	0	0	0	0	0
t2036	0	0	0.00004	0	0	0.01375	0.00177	0.00005	0.00172	0	0.00399	0	0	0	0	0	0
t2037	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0
t2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2044	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0	0	0
t2045	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0.004	0	0.003	0
t2046	0.00033	0.01575	0	0.00008	0.0003	0	0	0	0.00755	0.00304	0	0.02	0.078	0.103	0.046	0.082	0.054
t2047	0.03456	0.08782	0.00551	0.02559	0.01584	0.00008	0.00586	0.0078	0.03497	0.04752	0.00006	0.181	0.244	0.271	0.207	0.25	0.197
t2048	0.10773	0.1783	0.07507	0.13684	0.07576	0.03932	0.09164	0.08361	0.0913	0.13324	0.00836	0.369	0.42	0.439	0.384	0.432	0.383
t2049	0.19752	0.26711	0.21435	0.27228	0.13358	0.20094	0.24057	0.18838	0.1607	0.22885	0.0407	0.532	0.561	0.571	0.527	0.567	0.527
t2050	0.29273	0.31621	0.34321	0.40625	0.2024	0.38999	0.39194	0.28884	0.23454	0.31537	0.06684	0.646	0.655	0.659	0.627	0.645	0.624
t2051	0.37959	0.31442	0.3937	0.50027	0.23486	0.55184	0.51996	0.34689	0.29791	0.38167	0.09793	0.711	0.698	0.7	0.682	0.674	0.677
t2052	0.42436	0.30881	0.40069	0.56503	0.24412	0.68178	0.61137	0.37575	0.33298	0.41981	0.13932	0.728	0.693	0.694	0.69	0.658	0.684
t2053	0.38562	0.30325	0.46898	0.58632	0.22804	0.75661	0.64326	0.38032	0.33668	0.42065	0.16235	0.701	0.641	0.642	0.656	0.595	0.647
t2054	0.37904	0.26392	0.4813	0.54634	0.1947	0.77914	0.62604	0.35	0.30894	0.38887	0.18924	0.627	0.546	0.543	0.575	0.489	0.565
t2055	0.31646	0.18566	0.41723	0.46575	0.1241	0.7317	0.57514	0.29948	0.26452	0.32535	0.20698	0.506	0.409	0.399	0.451	0.345	0.436
t2056	0.24399	0.10383	0.32847	0.35118	0.06665	0.63855	0.46589	0.20879	0.19973	0.24314	0.19838	0.34	0.242	0.219	0.287	0.181	0.269
t2057	0.13918	0.04253	0.25924	0.22753	0.04496	0.4962	0.33922	0.14101	0.1265	0.14682	0.15745	0.148	0.073	0.042	0.108	0.035	0.086
t2058	0.05147	0.00669	0.1253	0.09734	0.02187	0.3237	0.19151	0.07106	0.05877	0.05493	0.09974	0.011	0	0	0.003	0	0
t2059	0.00277	0	0.03396	0.01261	0.00337	0.13772	0.05781	0.01907	0.01096	0.00312	0.04556	0	0	0	0	0	0
t2060	0	0	0.00014	0	0	0.0145	0.00194	0.00005	0.0008	0	0.00432	0	0	0	0	0	0
t2061	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0
t2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
